ID,LIG01,LIG02,LIG03,LIG04,LIG05,LIG06,LIG07,LIG08,LIG09,LIG10,S_GENE11,S_GENE12,S_GENE13,S_GENE14,S_GENE15,S_GENE16,S_GENE17,S_GENE18,S_GENE19,S_GENE20,S_GENE21,S_GENE22,S_GENE23,S_GENE24,S_GENE25,S_GENE26,S_GENE27,S_GENE28,S_GENE29,S_GENE30,S_GENE31,S_GENE32,S_GENE33,S_GENE34,S_GENE35,S_GENE36,S_GENE37,S_GENE38,S_GENE39,S_GENE40,S_GENE41,S_GENE42,S_GENE43,S_GENE44,S_GENE45,S_GENE46,S_GENE47,S_GENE48,S_GENE49,S_GENE50,REC01,REC02,REC03,REC04,REC05,REC06,REC07,REC08,REC09,REC10,R_GENE11,R_GENE12,R_GENE13,R_GENE14,R_GENE15,R_GENE16,R_GENE17,R_GENE18,R_GENE19,R_GENE20,R_GENE21,R_GENE22,R_GENE23,R_GENE24,R_GENE25,R_GENE26,R_GENE27,R_GENE28,R_GENE29,R_GENE30,R_GENE31,R_GENE32,R_GENE33,R_GENE34,R_GENE35,R_GENE36,R_GENE37,R_GENE38,R_GENE39,R_GENE40,R_GENE41,R_GENE42,R_GENE43,R_GENE44,R_GENE45,R_GENE46,R_GENE47,R_GENE48,R_GENE49,R_GENE50
1,7.626764,5.533819,4.679191,5.587479,8.734303,8.021531,6.911636,8.539063,5.641786,6.287272,0.784347,0.407749,0.119681,0.926271,0.674272,0.517981,0.029261,0.193396,0.843364,0.865559,0.595132,0.962671,0.583952,0.024812,0.502834,0.831414,0.529789,0.148205,0.176825,0.997035,0.332800,0.686535,0.483428,0.034069,0.684635,0.243531,0.867708,0.852530,0.104430,0.342147,0.923610,0.811032,0.377802,0.862328,0.283004,0.914650,0.579300,0.632783,0.079745,0.415286,0.874214,0.026113,0.303747,0.907317,0.990008,0.497904,0.640452,0.876833,0.080274,0.634353,0.324993,0.610416,0.797608,0.185612,0.957265,0.296706,0.765379,0.164871,0.002844,0.987064,0.596424,0.936476,0.867806,0.626994,0.988446,0.553683,0.141245,0.509443,0.421655,0.287981,0.145565,0.569615,0.514682,0.355977,0.645053,0.525521,0.833018,0.207215,0.716772,0.626798,0.030407,0.446078,0.146267,0.473742,0.396626,0.467825,0.322943,0.038387,0.458685,0.833033
2,4.813975,3.119641,4.403430,5.719713,5.208264,6.056458,5.379954,6.156200,3.308555,3.047187,0.485557,0.027686,0.833141,0.153673,0.452757,0.619652,0.187954,0.930555,0.403795,0.190895,0.643335,0.060754,0.939837,0.954995,0.020095,0.491110,0.076658,0.932275,0.802210,0.399123,0.748741,0.014826,0.468390,0.812507,0.701387,0.425308,0.433359,0.194100,0.027964,0.666251,0.613609,0.093420,0.939415,0.978842,0.198761,0.756271,0.691134,0.930713,0.936399,0.206298,0.893939,0.944740,0.949708,0.842208,0.152336,0.699488,0.603235,0.630183,0.131669,0.885620,0.656852,0.998841,0.316208,0.660421,0.021439,0.353552,0.084508,0.126012,0.189767,0.889723,0.587243,0.998644,0.428596,0.647111,0.800111,0.049609,0.591733,0.209892,0.469973,0.920869,0.590745,0.605558,0.384778,0.117466,0.329344,0.829964,0.552154,0.008897,0.502083,0.645674,0.330479,0.873709,0.533341,0.220646,0.669194,0.267150,0.728365,0.151754,0.532749,0.676149
3,8.783225,7.734968,4.589828,7.579457,7.806426,8.430407,6.274457,6.695726,8.270799,8.547533,0.777993,0.278486,0.522585,0.188664,0.801350,0.164223,0.521846,0.550562,0.921541,0.403326,0.921966,0.988287,0.276596,0.540794,0.001223,0.402669,0.030110,0.846854,0.734996,0.161769,0.391869,0.285877,0.515729,0.791180,0.889720,0.097866,0.602789,0.844599,0.754713,0.228779,0.210697,0.015226,0.490413,0.314593,0.535351,0.910856,0.141511,0.594806,0.756424,0.662528,0.593313,0.529083,0.682859,0.303214,0.235123,0.220227,0.803478,0.921302,0.958886,0.934516,0.878633,0.477278,0.354769,0.527817,0.457971,0.820239,0.477890,0.361844,0.886946,0.256266,0.312763,0.770390,0.733660,0.956397,0.746011,0.007598,0.092633,0.771385,0.116621,0.379609,0.066287,0.034109,0.767399,0.487493,0.310538,0.517224,0.676388,0.031668,0.987825,0.400459,0.770850,0.590002,0.932383,0.203431,0.207783,0.824528,0.894645,0.904200,0.329920,0.423733
4,4.004421,6.243260,6.549111,3.821287,5.624871,6.774461,6.978324,4.851585,4.679765,5.402207,0.456794,0.880246,0.976471,0.261390,0.337204,0.576957,0.213973,0.960163,0.362480,0.066145,0.992862,0.336771,0.881547,0.082128,0.014975,0.435567,0.953677,0.464878,0.096094,0.036920,0.879224,0.067369,0.049268,0.872419,0.555440,0.869493,0.746994,0.214792,0.707659,0.517348,0.519954,0.578020,0.314927,0.477496,0.214283,0.791749,0.270608,0.457267,0.423246,0.384418,0.757283,0.212714,0.247453,0.469256,0.787575,0.248697,0.038480,0.796837,0.517934,0.769119,0.208127,0.229602,0.723437,0.967016,0.974656,0.740545,0.675767,0.068867,0.436859,0.754517,0.007231,0.936034,0.777330,0.926670,0.883543,0.971942,0.290877,0.004033,0.506918,0.598458,0.808586,0.762812,0.118637,0.074318,0.501083,0.124708,0.548310,0.532254,0.147360,0.449055,0.635383,0.772621,0.714641,0.978873,0.107311,0.852218,0.095832,0.999624,0.956343,0.336404
5,8.756476,5.229110,8.326362,7.388121,8.684363,7.328340,7.607300,4.924494,6.687200,5.661131,0.573106,0.400212,0.878239,0.623038,0.422487,0.000370,0.567812,0.561081,0.648828,0.103638,0.655714,0.053123,0.161853,0.941894,0.614639,0.832362,0.179778,0.060796,0.564916,0.862205,0.393890,0.917250,0.585915,0.041592,0.840794,0.839232,0.835600,0.120114,0.119013,0.568478,0.651728,0.837995,0.655111,0.042851,0.756166,0.471207,0.280159,0.569841,0.258812,0.177870,0.582772,0.065270,0.154220,0.636023,0.782637,0.139983,0.517793,0.050842,0.830755,0.305874,0.567751,0.417825,0.936963,0.902167,0.223531,0.738402,0.257544,0.524560,0.226877,0.066453,0.471635,0.244558,0.807776,0.984535,0.222868,0.115130,0.188423,0.633066,0.212877,0.460802,0.169241,0.457433,0.008417,0.041914,0.032246,0.475928,0.710931,0.150043,0.784040,0.993362,0.485628,0.540890,0.684739,0.612759,0.120196,0.302594,0.053505,0.588846,0.756622,0.360788
6,4.735030,6.983550,7.060662,6.209006,5.538586,7.012424,5.638327,7.866852,5.156672,5.121962,0.871977,0.853944,0.991049,0.606024,0.858429,0.709711,0.139636,0.006121,0.629101,0.765613,0.869391,0.583073,0.820099,0.030884,0.510171,0.509436,0.354647,0.250758,0.324771,0.598313,0.762436,0.769015,0.513923,0.341246,0.657347,0.712768,0.137848,0.193322,0.348022,0.524435,0.403564,0.974052,0.199322,0.645635,0.104147,0.427607,0.509226,0.979690,0.341799,0.349564,0.504315,0.962149,0.407538,0.177933,0.455386,0.737947,0.786685,0.318260,0.990606,0.410411,0.070563,0.210491,0.521062,0.214372,0.467047,0.549973,0.541439,0.893877,0.240652,0.362796,0.534708,0.202191,0.619808,0.032863,0.439444,0.185690,0.141960,0.971613,0.952639,0.403257,0.472908,0.048293,0.644673,0.935335,0.495283,0.707074,0.746872,0.889894,0.001426,0.983273,0.000833,0.732855,0.149079,0.880735,0.109675,0.089729,0.164338,0.366320,0.080949,0.369480
7,3.821356,3.890196,3.450567,6.085581,5.528315,6.780609,6.972295,6.809032,3.346363,3.203631,0.439716,0.648459,0.410663,0.933366,0.864054,0.745633,0.014197,0.091439,0.234839,0.212537,0.050907,0.456846,0.716228,0.656597,0.259987,0.519231,0.525739,0.328428,0.460288,0.758889,0.909881,0.858211,0.329545,0.995059,0.875540,0.131643,0.502250,0.346906,0.063256,0.381429,0.845676,0.919823,0.136005,0.663698,0.315145,0.717597,0.271074,0.052747,0.579172,0.621462,0.820858,0.342973,0.554642,0.231106,0.681406,0.452156,0.873275,0.288562,0.684908,0.496048,0.649426,0.803313,0.539423,0.089183,0.670258,0.967351,0.282639,0.746471,0.429583,0.402447,0.730382,0.084913,0.332636,0.406802,0.751593,0.673986,0.255389,0.015128,0.827345,0.242958,0.145675,0.367990,0.074229,0.001549,0.568236,0.913198,0.533058,0.675153,0.410671,0.971259,0.156614,0.341528,0.484914,0.167794,0.087691,0.374401,0.694954,0.632079,0.071924,0.384587
8,7.020516,7.867412,4.586282,5.091117,5.776943,6.007929,7.024258,8.324997,5.535209,5.683722,0.331180,0.903378,0.837809,0.262924,0.427567,0.866480,0.045373,0.903234,0.350906,0.721562,0.748642,0.863320,0.898517,0.239847,0.891698,0.847804,0.227148,0.733454,0.780351,0.161323,0.732771,0.951855,0.032278,0.296921,0.597811,0.868813,0.558937,0.578738,0.569442,0.402483,0.154604,0.974466,0.396890,0.017756,0.145546,0.874948,0.661570,0.162535,0.420839,0.583551,0.863692,0.372739,0.795323,0.624330,0.933742,0.185530,0.571602,0.912579,0.898824,0.868179,0.336146,0.129666,0.753119,0.996997,0.755903,0.963348,0.051799,0.372833,0.780418,0.309509,0.994567,0.451681,0.696051,0.050528,0.521514,0.279168,0.488815,0.158198,0.588612,0.933782,0.821982,0.767453,0.256081,0.411213,0.131631,0.611736,0.114070,0.274481,0.393444,0.768029,0.632829,0.869276,0.491697,0.753456,0.863188,0.060974,0.751058,0.761130,0.976667,0.289754
9,5.860237,4.914978,4.204870,6.178535,4.076662,4.348905,4.671394,3.408031,6.297455,5.172342,0.419560,0.365515,0.704504,0.762241,0.366379,0.403313,0.617624,0.727097,0.269543,0.673594,0.479868,0.755001,0.279471,0.761557,0.168157,0.175700,0.521111,0.751505,0.794007,0.326730,0.725597,0.497437,0.005816,0.312308,0.579592,0.464882,0.500894,0.183137,0.571196,0.734069,0.105122,0.767258,0.824884,0.640701,0.278156,0.337934,0.229880,0.360469,0.780808,0.811435,0.561188,0.526315,0.440470,0.904859,0.782749,0.790556,0.395083,0.761968,0.556431,0.939630,0.184961,0.018779,0.589570,0.909642,0.859400,0.923683,0.029798,0.719487,0.828870,0.949894,0.127827,0.142062,0.887701,0.526787,0.990723,0.146283,0.110140,0.014815,0.155374,0.605521,0.154647,0.167626,0.556367,0.733038,0.283611,0.666955,0.639547,0.563930,0.840152,0.171148,0.248418,0.951420,0.868799,0.174247,0.677611,0.460253,0.180840,0.365078,0.813843,0.708878
10,5.435176,7.142087,8.193868,8.412949,4.822645,5.712965,7.302429,5.805232,5.077189,5.261672,0.720840,0.549335,0.225145,0.258813,0.483925,0.694078,0.236874,0.140220,0.029016,0.350084,0.183477,0.413821,0.909626,0.956266,0.199304,0.172557,0.521059,0.726654,0.739053,0.966143,0.272567,0.382771,0.168363,0.031200,0.568716,0.750525,0.553433,0.605356,0.938950,0.661441,0.768718,0.948855,0.383781,0.653862,0.352389,0.823614,0.549385,0.661788,0.300472,0.428559,0.357112,0.140842,0.602664,0.842770,0.767325,0.181285,0.090802,0.522936,0.238414,0.076028,0.499344,0.010053,0.762047,0.989890,0.707013,0.405257,0.816684,0.494778,0.316085,0.253553,0.630676,0.995127,0.489301,0.952781,0.572043,0.265318,0.156505,0.273908,0.725687,0.928782,0.572123,0.613534,0.018968,0.131030,0.361607,0.058444,0.522000,0.103820,0.875407,0.983252,0.990946,0.771593,0.166071,0.807607,0.632632,0.263973,0.326491,0.485073,0.081898,0.238458
