dataset_id,sample_id,src_idx,dst_idx,src_cell_id,dst_cell_id,ligand,receptor,pathway,mechanism,distance_px,coexpr,causal_score,strength,score
simulation_data,sample2,592,806,593,807,LIG06,REC06,Synthetic,Secreted Signaling,17.804492950439453,3.2488150596618652,0.6589087247848511,0.9899406433105469,1.0
simulation_data,sample2,562,1393,563,1394,LIG04,REC04,Synthetic,Secreted Signaling,53.15073013305664,3.2488150596618652,0.49989548325538635,0.9897147417068481,0.9998816251754761
simulation_data,sample2,449,778,450,779,LIG05,REC05,Synthetic,Secreted Signaling,12.369317054748535,3.2488150596618652,0.8432368636131287,0.9639996290206909,0.9864075183868408
simulation_data,sample2,287,1087,288,1088,LIG06,REC06,Synthetic,Secreted Signaling,45.880279541015625,3.2488150596618652,0.9551900625228882,0.8883626461029053,0.9467754364013672
simulation_data,sample2,529,1475,530,1476,LIG01,REC01,Synthetic,Secreted Signaling,28.635643005371094,2.2599713802337646,0.4234009385108948,0.7765074372291565,0.8881657719612122
simulation_data,sample2,498,1320,499,1321,LIG08,REC08,Synthetic,Secreted Signaling,49.648765563964844,1.808990478515625,0.9677019119262695,0.7434852123260498,0.8708629012107849
simulation_data,sample2,120,1320,121,1321,LIG08,REC08,Synthetic,Secreted Signaling,54.12947463989258,1.7434169054031372,0.9677019119262695,0.743121862411499,0.8706725239753723
simulation_data,sample2,347,1320,348,1321,LIG08,REC08,Synthetic,Secreted Signaling,54.20331954956055,1.891270637512207,0.9677019119262695,0.7431026697158813,0.8706624507904053
simulation_data,sample2,210,1320,211,1321,LIG08,REC08,Synthetic,Secreted Signaling,58.0,1.7434169054031372,0.9677019119262695,0.7428121566772461,0.8705102801322937
simulation_data,sample2,383,1320,384,1321,LIG08,REC08,Synthetic,Secreted Signaling,58.52349853515625,1.650762915611267,0.9677019119262695,0.7427794933319092,0.8704931139945984
simulation_data,sample2,254,1475,255,1476,LIG01,REC01,Synthetic,Secreted Signaling,30.805843353271484,2.3158202171325684,0.4234009385108948,0.7100203037261963,0.8533280491828918
simulation_data,sample2,498,1071,499,1072,LIG08,REC08,Synthetic,Secreted Signaling,27.80287742614746,1.982384443283081,0.8749181032180786,0.6999772191047668,0.8480656743049622
simulation_data,sample2,347,1071,348,1072,LIG08,REC08,Synthetic,Secreted Signaling,31.14482307434082,2.0725512504577637,0.8749181032180786,0.6994946002960205,0.847812831401825
simulation_data,sample2,498,1230,499,1231,LIG08,REC08,Synthetic,Secreted Signaling,35.84689712524414,2.0725512504577637,0.914455235004425,0.6985693573951721,0.8473280072212219
simulation_data,sample2,210,1071,211,1072,LIG08,REC08,Synthetic,Secreted Signaling,39.39543151855469,1.9105254411697388,0.8749181032180786,0.6984097957611084,0.8472444415092468
simulation_data,sample2,135,1071,136,1072,LIG08,REC08,Synthetic,Secreted Signaling,39.623226165771484,2.1697893142700195,0.8749181032180786,0.6983405351638794,0.8472081422805786
simulation_data,sample2,347,1230,348,1231,LIG08,REC08,Synthetic,Secreted Signaling,38.41874694824219,2.1668190956115723,0.914455235004425,0.6982134580612183,0.8471415638923645
simulation_data,sample2,120,1071,121,1072,LIG08,REC08,Synthetic,Secreted Signaling,43.011627197265625,1.9105254411697388,0.8749181032180786,0.6979435682296753,0.8470001220703125
simulation_data,sample2,96,1071,97,1072,LIG08,REC08,Synthetic,Secreted Signaling,48.82622146606445,2.0725512504577637,0.8749181032180786,0.6972518563270569,0.8466376662254333
simulation_data,sample2,135,1230,136,1231,LIG08,REC08,Synthetic,Secreted Signaling,47.20169448852539,2.268479824066162,0.914455235004425,0.6972350478172302,0.8466289043426514
simulation_data,sample2,383,1071,384,1072,LIG08,REC08,Synthetic,Secreted Signaling,49.162994384765625,1.808990478515625,0.8749181032180786,0.6972307562828064,0.8466266393661499
simulation_data,sample2,210,1230,211,1231,LIG08,REC08,Synthetic,Secreted Signaling,48.10405349731445,1.9974238872528076,0.914455235004425,0.6971545219421387,0.8465867042541504
simulation_data,sample2,29,1071,30,1072,LIG08,REC08,Synthetic,Secreted Signaling,51.15662384033203,1.85653555393219,0.8749181032180786,0.6970242857933044,0.8465184569358826
simulation_data,sample2,480,1071,481,1072,LIG08,REC08,Synthetic,Secreted Signaling,51.400390625,2.537794351577759,0.8749181032180786,0.696967363357544,0.8464885950088501
simulation_data,sample2,221,1071,222,1072,LIG08,REC08,Synthetic,Secreted Signaling,53.413482666015625,2.0725512504577637,0.8749181032180786,0.6967862844467163,0.8463937640190125
simulation_data,sample2,120,1230,121,1231,LIG08,REC08,Synthetic,Secreted Signaling,52.0,1.9974238872528076,0.914455235004425,0.6967554688453674,0.8463775515556335
simulation_data,sample2,96,1230,97,1231,LIG08,REC08,Synthetic,Secreted Signaling,56.93856430053711,2.1668190956115723,0.914455235004425,0.696257472038269,0.8461166620254517
simulation_data,sample2,383,1230,384,1231,LIG08,REC08,Synthetic,Secreted Signaling,58.07753372192383,1.891270637512207,0.914455235004425,0.6961603760719299,0.8460657596588135
simulation_data,sample2,480,1230,481,1231,LIG08,REC08,Synthetic,Secreted Signaling,58.0,2.6532235145568848,0.914455235004425,0.6961336135864258,0.8460517525672913
simulation_data,sample2,347,637,348,638,LIG08,REC08,Synthetic,Secreted Signaling,58.4208869934082,1.801657795906067,0.8417783379554749,0.6821467876434326,0.8387229442596436
