ID,LIG01,LIG02,LIG03,LIG04,LIG05,LIG06,LIG07,LIG08,LIG09,LIG10,S_GENE11,S_GENE12,S_GENE13,S_GENE14,S_GENE15,S_GENE16,S_GENE17,S_GENE18,S_GENE19,S_GENE20,S_GENE21,S_GENE22,S_GENE23,S_GENE24,S_GENE25,S_GENE26,S_GENE27,S_GENE28,S_GENE29,S_GENE30,S_GENE31,S_GENE32,S_GENE33,S_GENE34,S_GENE35,S_GENE36,S_GENE37,S_GENE38,S_GENE39,S_GENE40,S_GENE41,S_GENE42,S_GENE43,S_GENE44,S_GENE45,S_GENE46,S_GENE47,S_GENE48,S_GENE49,S_GENE50,REC01,REC02,REC03,REC04,REC05,REC06,REC07,REC08,REC09,REC10,R_GENE11,R_GENE12,R_GENE13,R_GENE14,R_GENE15,R_GENE16,R_GENE17,R_GENE18,R_GENE19,R_GENE20,R_GENE21,R_GENE22,R_GENE23,R_GENE24,R_GENE25,R_GENE26,R_GENE27,R_GENE28,R_GENE29,R_GENE30,R_GENE31,R_GENE32,R_GENE33,R_GENE34,R_GENE35,R_GENE36,R_GENE37,R_GENE38,R_GENE39,R_GENE40,R_GENE41,R_GENE42,R_GENE43,R_GENE44,R_GENE45,R_GENE46,R_GENE47,R_GENE48,R_GENE49,R_GENE50
1,12.510345,0.086784,18.178158,16.884865,0.466265,11.008628,18.275789,0.464302,0.192821,18.707396,0.990711,0.401005,0.058846,0.515604,0.112022,0.698661,0.826588,0.414524,0.584121,0.235944,0.398271,0.787079,0.434013,0.181456,0.545318,0.138246,0.832995,0.389535,0.405490,0.840897,0.691747,0.880267,0.109073,0.249680,0.898026,0.997208,0.660737,0.286561,0.182149,0.405787,0.151983,0.873395,0.549263,0.284991,0.439229,0.137661,0.780379,0.475789,0.314297,0.605428,0.440587,0.791952,0.286621,0.973851,0.419996,0.573777,0.615206,0.361171,0.464303,0.286984,0.368155,0.694350,0.984620,0.619011,0.228491,0.603115,0.781330,0.943105,0.166483,0.356864,0.437693,0.296018,0.618364,0.117277,0.686147,0.794036,0.117839,0.259857,0.390150,0.422295,0.539713,0.454061,0.943720,0.795032,0.036478,0.057599,0.235598,0.591980,0.204955,0.250688,0.795623,0.671632,0.647183,0.099067,0.204602,0.862242,0.626925,0.988418,0.243791,0.378242
2,0.042437,15.927946,0.855303,10.136397,13.804061,12.906852,13.227161,17.449511,0.439350,0.645097,0.285641,0.641565,0.524623,0.476134,0.549973,0.541759,0.923419,0.996879,0.674562,0.387082,0.484730,0.470726,0.116630,0.371441,0.841900,0.564918,0.576811,0.350556,0.277361,0.794133,0.851081,0.750770,0.556160,0.949724,0.972727,0.258908,0.962170,0.021708,0.204967,0.520902,0.585627,0.297262,0.221069,0.059451,0.695577,0.224388,0.733079,0.575340,0.481603,0.468011,0.897563,0.194085,0.642362,0.347168,0.052678,0.751090,0.677259,0.146815,0.016414,0.306385,0.216574,0.191342,0.919580,0.695751,0.700568,0.497854,0.163460,0.227009,0.495915,0.143219,0.342327,0.691570,0.549824,0.923071,0.798697,0.878529,0.619974,0.194438,0.908572,0.923152,0.294675,0.918074,0.074549,0.002205,0.368149,0.045707,0.326840,0.848980,0.570060,0.810769,0.291064,0.757114,0.914835,0.065142,0.929730,0.901711,0.582852,0.691360,0.187256,0.420776
3,0.026567,0.566268,17.077337,10.220030,0.909971,15.886520,13.136909,13.228910,18.429232,0.856123,0.028207,0.568091,0.207516,0.646140,0.442140,0.022629,0.014115,0.273444,0.666595,0.757575,0.226127,0.992738,0.509760,0.891460,0.576801,0.334333,0.543393,0.336317,0.409742,0.225564,0.425289,0.549135,0.958804,0.917601,0.330675,0.490891,0.233100,0.929847,0.090734,0.112415,0.505319,0.909691,0.129314,0.528227,0.769307,0.642787,0.561084,0.693825,0.894832,0.770778,0.643265,0.112188,0.284360,0.423557,0.397979,0.737918,0.306320,0.801293,0.086412,0.245337,0.929968,0.794331,0.833369,0.601337,0.069972,0.497803,0.908408,0.540483,0.135206,0.738213,0.950416,0.357581,0.399828,0.225782,0.401313,0.091109,0.258911,0.000027,0.031418,0.156183,0.633043,0.816597,0.433037,0.139811,0.992056,0.767122,0.579145,0.482301,0.781498,0.645470,0.665199,0.070602,0.988233,0.037377,0.412786,0.296401,0.321586,0.533367,0.476664,0.381263
4,0.750018,19.598948,0.907020,19.758066,0.024767,17.372326,0.783132,16.318409,0.530840,13.393168,0.417906,0.560483,0.782509,0.236513,0.230217,0.184867,0.402560,0.772462,0.382050,0.535118,0.635841,0.431694,0.422977,0.759055,0.245972,0.722946,0.065731,0.301197,0.702226,0.347901,0.433529,0.294439,0.714989,0.003485,0.977999,0.076698,0.715942,0.298902,0.841994,0.021351,0.556352,0.905610,0.836707,0.051769,0.627896,0.443737,0.590031,0.597966,0.288762,0.709876,0.701880,0.141428,0.713991,0.027866,0.466973,0.189174,0.094813,0.104138,0.986841,0.152025,0.140032,0.878515,0.252803,0.909645,0.733673,0.793785,0.468850,0.653140,0.633602,0.172920,0.413484,0.675393,0.659992,0.436573,0.104525,0.543473,0.782996,0.975782,0.428189,0.433131,0.443955,0.248151,0.118051,0.357943,0.651067,0.433557,0.796105,0.693884,0.321272,0.014096,0.941486,0.419833,0.665321,0.878417,0.760145,0.427534,0.662446,0.182856,0.947137,0.983962
5,19.079037,0.448924,12.545939,0.969646,10.308382,11.186481,13.332667,13.490796,11.140359,0.144240,0.526873,0.144451,0.135181,0.053092,0.211803,0.881126,0.769931,0.289618,0.289770,0.160723,0.520706,0.089057,0.419513,0.014057,0.835788,0.105370,0.881502,0.729315,0.943322,0.247073,0.779973,0.630853,0.177831,0.788603,0.726165,0.790777,0.181942,0.024356,0.455278,0.169113,0.913434,0.227078,0.223992,0.248801,0.617265,0.544690,0.219054,0.625003,0.719149,0.995086,0.114108,0.396056,0.144828,0.587475,0.499807,0.438484,0.552456,0.822342,0.583874,0.761473,0.552395,0.817152,0.087568,0.990231,0.689134,0.928894,0.685252,0.357685,0.972013,0.305240,0.726235,0.170209,0.371575,0.469605,0.312132,0.255911,0.004304,0.294518,0.580329,0.735785,0.427223,0.733734,0.542213,0.056522,0.813372,0.248381,0.619234,0.722704,0.747790,0.004034,0.971480,0.634326,0.786474,0.269608,0.618589,0.712511,0.321478,0.720609,0.198060,0.689942
6,0.022706,0.719020,0.196465,12.719938,15.888333,14.947925,14.664319,11.740963,17.977211,10.814421,0.655156,0.624614,0.352859,0.504049,0.672147,0.238579,0.089360,0.607483,0.832113,0.003415,0.377800,0.844816,0.418216,0.495698,0.493941,0.960972,0.309490,0.686767,0.953785,0.063062,0.804348,0.797738,0.725288,0.447459,0.240301,0.023758,0.565148,0.914322,0.664179,0.869403,0.155339,0.673365,0.449690,0.073248,0.681433,0.324781,0.456454,0.092963,0.731020,0.751564,0.364342,0.294837,0.792240,0.985846,0.341584,0.069012,0.764937,0.742932,0.524887,0.516629,0.976484,0.357806,0.490874,0.226206,0.474170,0.757775,0.288492,0.226379,0.698767,0.676502,0.587590,0.700568,0.366956,0.276163,0.441757,0.782948,0.745401,0.267885,0.118180,0.895030,0.206555,0.463386,0.382802,0.970339,0.048976,0.751264,0.262080,0.529656,0.555307,0.898411,0.875727,0.962224,0.791612,0.912117,0.385673,0.945794,0.548309,0.045574,0.069688,0.681921
7,0.304537,17.565123,0.103204,19.651283,17.765932,18.034807,14.749304,10.846959,17.255672,0.787244,0.148435,0.944921,0.711517,0.302098,0.507557,0.918976,0.223307,0.290638,0.019931,0.052809,0.119531,0.102923,0.674593,0.604750,0.180693,0.081660,0.731314,0.128183,0.416367,0.407758,0.887389,0.232539,0.197677,0.905548,0.951660,0.628708,0.644321,0.045621,0.526217,0.049404,0.584584,0.436466,0.248716,0.061995,0.386342,0.458758,0.283622,0.822784,0.868510,0.493186,0.909445,0.527531,0.522030,0.235409,0.578918,0.552884,0.837498,0.990963,0.698170,0.181153,0.367572,0.730032,0.993672,0.932490,0.970011,0.994391,0.555153,0.790077,0.660059,0.895395,0.151878,0.030895,0.946857,0.407056,0.670249,0.812869,0.922713,0.133564,0.990836,0.556836,0.364247,0.303291,0.537757,0.721025,0.521794,0.445863,0.521189,0.090087,0.001869,0.768019,0.440701,0.177864,0.131551,0.358722,0.165895,0.049182,0.992281,0.117864,0.615508,0.392298
8,0.811725,13.527507,14.972214,16.553268,13.849924,0.475392,15.280121,18.101076,19.931280,0.095104,0.445137,0.153552,0.456990,0.185680,0.747682,0.481022,0.334776,0.599195,0.136816,0.076608,0.054411,0.399533,0.390505,0.631876,0.037078,0.227117,0.433141,0.537806,0.692877,0.106600,0.530033,0.829825,0.275722,0.586574,0.779286,0.632390,0.222863,0.452351,0.003199,0.054440,0.487390,0.467179,0.547990,0.133779,0.989136,0.550254,0.892803,0.902886,0.930188,0.485058,0.971530,0.985766,0.738246,0.890345,0.795435,0.830632,0.557455,0.304365,0.462127,0.193987,0.084031,0.646479,0.719709,0.400246,0.249364,0.856080,0.243622,0.104686,0.396246,0.335073,0.075641,0.092606,0.953911,0.356705,0.555041,0.298908,0.222200,0.626950,0.314405,0.773294,0.601098,0.902265,0.615408,0.507257,0.551174,0.280895,0.336414,0.144987,0.542644,0.355464,0.771876,0.334712,0.812416,0.977277,0.695547,0.005749,0.748787,0.509523,0.998827,0.813555
9,17.753912,16.229898,0.669070,14.429216,19.709347,0.335370,17.756081,0.181891,15.743958,18.910791,0.685787,0.571956,0.093575,0.811893,0.899500,0.464456,0.404116,0.961091,0.213755,0.928063,0.207800,0.105568,0.010507,0.107671,0.809470,0.789981,0.094015,0.531296,0.577110,0.902275,0.194599,0.756226,0.928802,0.347046,0.042250,0.383669,0.437960,0.022156,0.477752,0.182352,0.147281,0.937521,0.061998,0.912358,0.524732,0.888517,0.076426,0.324924,0.492655,0.427736,0.649206,0.206840,0.906320,0.070887,0.609077,0.295507,0.118559,0.782178,0.096952,0.940434,0.166053,0.747358,0.278406,0.297971,0.327464,0.426743,0.975272,0.210602,0.474870,0.742578,0.333695,0.637355,0.560689,0.456155,0.648788,0.499852,0.884922,0.149444,0.772375,0.407682,0.984274,0.450427,0.245802,0.987156,0.013703,0.556776,0.725332,0.863371,0.661456,0.991350,0.934876,0.379234,0.732718,0.243922,0.078053,0.851727,0.041401,0.816467,0.309796,0.755455
10,16.705214,10.478881,11.636555,14.215572,0.879057,0.665876,13.772529,13.321852,15.675358,0.214254,0.156485,0.274335,0.799507,0.806063,0.091859,0.687289,0.500044,0.179043,0.127962,0.843644,0.772825,0.623203,0.645913,0.647145,0.002166,0.203538,0.879637,0.303423,0.046014,0.918624,0.051527,0.009928,0.114653,0.276622,0.857814,0.041645,0.479116,0.592725,0.066487,0.175431,0.631805,0.108060,0.176935,0.005078,0.881569,0.374392,0.641723,0.887842,0.422303,0.089080,0.717946,0.957759,0.001432,0.832654,0.694160,0.820266,0.194989,0.289782,0.444066,0.311226,0.245798,0.164849,0.166421,0.449182,0.329053,0.284847,0.379676,0.790218,0.238926,0.779996,0.452257,0.743662,0.937894,0.028726,0.989392,0.115033,0.303302,0.709548,0.701036,0.967264,0.984188,0.762121,0.246464,0.277319,0.805506,0.217591,0.233702,0.790310,0.804745,0.688996,0.262939,0.240713,0.146169,0.056915,0.964277,0.988963,0.308813,0.869836,0.470155,0.653548
