ID,LIG01,LIG02,LIG03,LIG04,LIG05,LIG06,LIG07,LIG08,LIG09,LIG10,S_GENE11,S_GENE12,S_GENE13,S_GENE14,S_GENE15,S_GENE16,S_GENE17,S_GENE18,S_GENE19,S_GENE20,S_GENE21,S_GENE22,S_GENE23,S_GENE24,S_GENE25,S_GENE26,S_GENE27,S_GENE28,S_GENE29,S_GENE30,S_GENE31,S_GENE32,S_GENE33,S_GENE34,S_GENE35,S_GENE36,S_GENE37,S_GENE38,S_GENE39,S_GENE40,S_GENE41,S_GENE42,S_GENE43,S_GENE44,S_GENE45,S_GENE46,S_GENE47,S_GENE48,S_GENE49,S_GENE50,REC01,REC02,REC03,REC04,REC05,REC06,REC07,REC08,REC09,REC10,R_GENE11,R_GENE12,R_GENE13,R_GENE14,R_GENE15,R_GENE16,R_GENE17,R_GENE18,R_GENE19,R_GENE20,R_GENE21,R_GENE22,R_GENE23,R_GENE24,R_GENE25,R_GENE26,R_GENE27,R_GENE28,R_GENE29,R_GENE30,R_GENE31,R_GENE32,R_GENE33,R_GENE34,R_GENE35,R_GENE36,R_GENE37,R_GENE38,R_GENE39,R_GENE40,R_GENE41,R_GENE42,R_GENE43,R_GENE44,R_GENE45,R_GENE46,R_GENE47,R_GENE48,R_GENE49,R_GENE50
1,0.139580,11.617741,0.412811,13.704549,15.611333,17.839403,10.280195,18.074533,12.340965,0.763528,0.347187,0.043065,0.159156,0.723919,0.804097,0.224953,0.790739,0.531946,0.048444,0.439741,0.451954,0.469006,0.012758,0.445974,0.829306,0.732061,0.675452,0.734584,0.510512,0.596966,0.383027,0.899033,0.146941,0.961698,0.605011,0.618020,0.894929,0.911914,0.830874,0.730907,0.954777,0.445152,0.857218,0.521586,0.333211,0.833462,0.243041,0.075475,0.110696,0.595453,0.135205,0.317991,0.457335,0.936315,0.035929,0.991589,0.549547,0.317892,0.867073,0.262590,0.370995,0.776970,0.584439,0.703325,0.124844,0.462472,0.068224,0.169685,0.446315,0.864778,0.829074,0.539309,0.390459,0.787263,0.035698,0.081671,0.378487,0.151144,0.109957,0.088176,0.551058,0.937416,0.142351,0.197928,0.376690,0.901043,0.575134,0.358599,0.406485,0.774706,0.144303,0.822565,0.361679,0.045606,0.683578,0.105939,0.328046,0.879639,0.834953,0.314109
2,15.962581,12.219357,0.782414,0.841513,0.136942,13.055801,15.563011,0.718707,10.567451,0.899161,0.533476,0.837856,0.375996,0.058630,0.243466,0.077851,0.129029,0.706211,0.278692,0.153577,0.576060,0.982525,0.135505,0.016218,0.448621,0.142189,0.977934,0.578260,0.084615,0.651391,0.184121,0.017447,0.979658,0.842202,0.276762,0.517027,0.113330,0.032304,0.462722,0.711592,0.667848,0.538262,0.179906,0.056854,0.112236,0.569134,0.947908,0.270754,0.802589,0.904567,0.662151,0.998494,0.863313,0.328045,0.470731,0.223013,0.781670,0.088728,0.143565,0.082579,0.318525,0.057229,0.093905,0.267987,0.948801,0.036822,0.301624,0.016816,0.737115,0.313937,0.982859,0.082675,0.139444,0.521363,0.505923,0.250751,0.306868,0.677483,0.547859,0.967287,0.981402,0.174009,0.417871,0.073802,0.659404,0.969207,0.444659,0.638874,0.730980,0.087206,0.859917,0.582249,0.797574,0.553648,0.154293,0.187029,0.264441,0.367635,0.863490,0.809608
3,0.596301,0.992638,10.318377,0.727480,0.830570,0.934163,0.270592,11.746858,11.092453,16.048685,0.061431,0.683538,0.384267,0.831232,0.203155,0.504426,0.608678,0.597559,0.344408,0.414993,0.446139,0.072337,0.139279,0.331320,0.584190,0.737853,0.668175,0.940983,0.723922,0.642966,0.414953,0.565981,0.809777,0.948737,0.140972,0.660180,0.117955,0.789041,0.168726,0.107709,0.925364,0.833307,0.436230,0.434922,0.248133,0.577844,0.740223,0.290396,0.877830,0.784312,0.668196,0.701444,0.108656,0.576733,0.498999,0.688418,0.306936,0.895481,0.904094,0.308896,0.671616,0.188207,0.287600,0.937591,0.443556,0.419966,0.962582,0.513013,0.690965,0.384529,0.618239,0.837034,0.778886,0.539701,0.568643,0.805625,0.484732,0.596233,0.128702,0.855733,0.682972,0.490231,0.581968,0.622767,0.959342,0.292280,0.169034,0.590230,0.582481,0.159437,0.801085,0.486494,0.914931,0.930237,0.498366,0.843495,0.258363,0.673713,0.637012,0.367619
4,18.517748,0.160862,0.928445,11.114856,19.997326,11.365643,0.117692,19.388781,17.196413,10.858261,0.686577,0.896192,0.863778,0.685105,0.111742,0.641748,0.356139,0.145470,0.959393,0.325810,0.439069,0.245020,0.036371,0.478491,0.126466,0.269741,0.041329,0.655308,0.295062,0.983040,0.799915,0.315425,0.283909,0.823966,0.836661,0.758675,0.201076,0.128779,0.761348,0.429426,0.746563,0.260281,0.435968,0.603628,0.863091,0.797993,0.562711,0.676117,0.797738,0.126740,0.389524,0.290296,0.438392,0.135896,0.018217,0.943929,0.547177,0.812282,0.952739,0.165735,0.407000,0.038649,0.522270,0.935576,0.141707,0.109377,0.496552,0.279244,0.784400,0.784498,0.359695,0.101498,0.296165,0.950760,0.849380,0.805995,0.854240,0.829689,0.739293,0.845516,0.849501,0.260904,0.227785,0.050261,0.435853,0.578487,0.191835,0.035471,0.535117,0.840186,0.116833,0.571298,0.358869,0.727693,0.046704,0.683648,0.381667,0.821579,0.449666,0.129463
5,16.915949,0.631389,0.232148,0.187382,13.076951,10.125089,12.913555,0.245561,0.170789,0.108455,0.925968,0.936540,0.902783,0.592825,0.870608,0.012721,0.319601,0.968045,0.486477,0.302941,0.938900,0.652999,0.333795,0.095284,0.585969,0.515094,0.063894,0.383022,0.149678,0.396674,0.605417,0.382372,0.332002,0.088144,0.964634,0.098796,0.691827,0.965503,0.571757,0.458478,0.338862,0.983749,0.210196,0.743931,0.529039,0.694981,0.754131,0.557477,0.149586,0.583935,0.970298,0.964979,0.912410,0.293479,0.397621,0.653865,0.623247,0.350888,0.489090,0.490340,0.876305,0.867114,0.884654,0.501176,0.752843,0.942400,0.586074,0.295251,0.618856,0.312362,0.399387,0.136757,0.648323,0.552658,0.549843,0.111799,0.263750,0.724181,0.106291,0.211901,0.142565,0.455198,0.183178,0.141242,0.587451,0.911374,0.223490,0.445815,0.801527,0.409324,0.282217,0.497290,0.539430,0.757899,0.757880,0.258159,0.489295,0.357042,0.154838,0.590138
6,0.886862,19.741709,13.183420,0.111839,12.128778,14.197958,16.128862,0.182540,0.731911,15.339866,0.251835,0.822068,0.533643,0.079750,0.465243,0.835889,0.445046,0.429469,0.104863,0.584503,0.711113,0.974754,0.646700,0.051267,0.281434,0.118794,0.357564,0.878666,0.269458,0.899786,0.555273,0.666704,0.103647,0.041494,0.731422,0.080275,0.749584,0.387584,0.774779,0.800148,0.358997,0.925429,0.345883,0.488665,0.799061,0.198907,0.148623,0.727865,0.034108,0.394956,0.060674,0.865372,0.581060,0.270460,0.212775,0.466039,0.995284,0.009245,0.253133,0.081097,0.393672,0.889099,0.384847,0.498086,0.648784,0.896139,0.546433,0.715329,0.672490,0.866871,0.656431,0.465243,0.646983,0.809904,0.989271,0.101973,0.727136,0.514596,0.277741,0.370293,0.058832,0.622197,0.698536,0.209635,0.055861,0.536794,0.566392,0.728483,0.212676,0.756270,0.847188,0.894212,0.350918,0.237011,0.616086,0.256757,0.888117,0.691191,0.101922,0.659960
7,0.421750,10.983445,13.549538,12.753790,13.677794,0.795542,0.514600,12.167922,18.640102,12.518543,0.053395,0.348773,0.674782,0.721632,0.742217,0.157612,0.097424,0.015824,0.152265,0.054044,0.012051,0.692622,0.467445,0.597542,0.618313,0.936614,0.240771,0.588646,0.360862,0.679832,0.646559,0.899974,0.517818,0.024977,0.182324,0.760839,0.344444,0.912438,0.730145,0.567403,0.193279,0.103633,0.630464,0.417591,0.900733,0.120839,0.812253,0.261196,0.206614,0.498847,0.245602,0.272287,0.998988,0.955731,0.362660,0.999056,0.116809,0.159313,0.853114,0.488266,0.375571,0.993770,0.572395,0.490407,0.734153,0.024489,0.612224,0.950386,0.509571,0.169004,0.270363,0.749889,0.664830,0.606154,0.901192,0.118220,0.687142,0.251523,0.764715,0.060035,0.346089,0.688870,0.393090,0.430651,0.842736,0.604996,0.504935,0.045630,0.345340,0.973628,0.392252,0.262552,0.494256,0.049158,0.835029,0.644245,0.952286,0.482530,0.768280,0.848169
8,0.096618,12.532290,17.791346,11.196792,0.136435,15.037726,15.318153,15.258492,0.597219,14.559965,0.275569,0.344928,0.350155,0.798308,0.370766,0.474383,0.512364,0.304490,0.196569,0.820491,0.175827,0.485545,0.928139,0.438258,0.985716,0.209530,0.432251,0.316840,0.943727,0.308085,0.146959,0.248128,0.442512,0.763268,0.708873,0.871653,0.149694,0.964635,0.043124,0.118157,0.036752,0.400839,0.095729,0.445777,0.957492,0.431041,0.266780,0.229761,0.456069,0.556184,0.483040,0.182377,0.643843,0.976802,0.241946,0.329881,0.590314,0.064894,0.140176,0.155462,0.295517,0.716524,0.910399,0.310455,0.127985,0.590970,0.364060,0.176691,0.452483,0.329870,0.014183,0.331150,0.803196,0.570991,0.872842,0.002303,0.414433,0.580300,0.697108,0.630178,0.826075,0.094356,0.354495,0.011660,0.090352,0.880300,0.207078,0.832581,0.624518,0.539372,0.364402,0.468910,0.411607,0.742538,0.196276,0.024707,0.562639,0.758834,0.615787,0.368808
9,12.894776,0.308108,0.870496,0.203888,0.962363,0.513726,0.167285,0.567523,13.126002,0.463392,0.266452,0.596695,0.243569,0.906492,0.308361,0.406975,0.754472,0.682346,0.760215,0.495431,0.736060,0.492249,0.904399,0.961209,0.252256,0.829480,0.919321,0.202711,0.885529,0.885974,0.600066,0.107313,0.943201,0.050577,0.360365,0.587137,0.970664,0.285443,0.002237,0.828602,0.105367,0.863414,0.684445,0.701385,0.838772,0.949239,0.151882,0.574158,0.678024,0.725639,0.861678,0.687393,0.308010,0.782689,0.767231,0.292953,0.956999,0.084771,0.667913,0.996984,0.887783,0.631153,0.155763,0.144364,0.946257,0.820204,0.854324,0.613967,0.164162,0.192357,0.009679,0.402117,0.992798,0.621108,0.755720,0.038294,0.935953,0.306017,0.945778,0.643501,0.083563,0.299755,0.342359,0.398235,0.125200,0.232224,0.808653,0.883759,0.693104,0.753323,0.511430,0.814066,0.417983,0.871675,0.858495,0.595574,0.113835,0.861287,0.070869,0.636384
10,0.751636,0.209258,18.113972,15.804895,17.176487,17.795944,0.941057,17.958685,15.619545,0.650053,0.579764,0.011470,0.313957,0.626624,0.879375,0.969603,0.231209,0.701027,0.675227,0.495518,0.821581,0.773315,0.720549,0.841906,0.618387,0.792020,0.268251,0.096517,0.516770,0.910633,0.187861,0.073624,0.525472,0.855991,0.233197,0.657509,0.917938,0.544049,0.923356,0.172180,0.013343,0.012102,0.806873,0.830637,0.653901,0.162891,0.938832,0.826474,0.561042,0.259261,0.340917,0.077871,0.393797,0.681570,0.663370,0.382659,0.019246,0.911146,0.633729,0.869487,0.273997,0.411980,0.565974,0.310983,0.904173,0.632203,0.925830,0.160567,0.051346,0.146016,0.620735,0.768206,0.900393,0.251597,0.611347,0.300151,0.803526,0.142167,0.015339,0.881707,0.208988,0.474953,0.956318,0.612023,0.195209,0.715675,0.345863,0.239523,0.264829,0.830317,0.180989,0.251736,0.330222,0.689679,0.422510,0.616941,0.058286,0.286050,0.106538,0.457731
