cell_id,role,is_fp,niche_id,global_id
1,sender,0,0,0
2,sender,0,0,1
3,sender,0,0,2
4,sender,0,0,3
5,sender,0,0,4
6,sender,0,0,5
7,sender,0,0,6
8,sender,0,0,7
9,sender,0,0,8
10,sender,0,0,9
11,sender,0,0,10
12,sender,0,0,11
13,sender,0,0,12
14,sender,0,0,13
15,sender,0,0,14
16,sender,0,0,15
17,sender,0,0,16
18,sender,0,0,17
19,sender,0,0,18
20,sender,0,0,19
21,sender,0,0,20
22,sender,0,0,21
23,sender,0,0,22
24,sender,0,0,23
25,sender,0,0,24
26,sender,0,0,25
27,sender,0,0,26
28,sender,0,0,27
29,sender,0,0,28
30,sender,0,0,29
31,sender,0,0,30
32,sender,0,0,31
33,sender,0,0,32
34,sender,0,0,33
35,sender,0,0,34
36,sender,0,0,35
37,sender,0,0,36
38,sender,0,0,37
39,sender,0,0,38
40,sender,0,0,39
41,sender,0,0,40
42,sender,0,0,41
43,sender,0,0,42
44,sender,0,0,43
45,sender,0,0,44
46,sender,0,0,45
47,sender,0,0,46
48,sender,0,0,47
49,sender,0,0,48
50,sender,0,0,49
51,sender,0,0,50
52,sender,0,0,51
53,sender,0,0,52
54,sender,0,0,53
55,sender,0,0,54
56,sender,0,0,55
57,sender,0,0,56
58,sender,0,0,57
59,sender,0,0,58
60,sender,0,0,59
61,sender,0,0,60
62,sender,0,0,61
63,sender,0,0,62
64,sender,0,0,63
65,sender,0,0,64
66,sender,0,0,65
67,sender,0,0,66
68,sender,0,0,67
69,sender,0,0,68
70,sender,0,0,69
71,sender,0,0,70
72,sender,0,0,71
73,sender,0,0,72
74,sender,0,0,73
75,sender,0,0,74
76,sender,0,0,75
77,sender,0,0,76
78,sender,0,0,77
79,sender,0,0,78
80,sender,0,0,79
81,sender,0,0,80
82,sender,0,0,81
83,sender,0,0,82
84,sender,0,0,83
85,sender,0,0,84
86,sender,0,0,85
87,sender,0,0,86
88,sender,0,0,87
89,sender,0,0,88
90,sender,0,0,89
91,sender,0,0,90
92,sender,0,0,91
93,sender,0,0,92
94,sender,0,0,93
95,sender,0,0,94
96,sender,0,0,95
97,sender,0,0,96
98,sender,0,0,97
99,sender,0,0,98
100,sender,0,0,99
101,sender,0,0,100
102,sender,0,0,101
103,sender,0,0,102
104,sender,0,0,103
105,sender,0,0,104
106,sender,0,0,105
107,sender,0,0,106
108,sender,0,0,107
109,sender,0,0,108
110,sender,0,0,109
111,sender,0,0,110
112,sender,0,0,111
113,sender,0,0,112
114,sender,0,0,113
115,sender,0,0,114
116,sender,0,0,115
117,sender,0,0,116
118,sender,0,0,117
119,sender,0,0,118
120,sender,0,0,119
121,sender,0,0,120
122,sender,0,0,121
123,sender,0,0,122
124,sender,0,0,123
125,sender,0,0,124
126,sender,0,0,125
127,sender,0,0,126
128,sender,0,0,127
129,sender,0,0,128
130,sender,0,0,129
131,sender,0,0,130
132,sender,0,0,131
133,sender,0,0,132
134,sender,0,0,133
135,sender,0,0,134
136,sender,0,0,135
137,sender,0,0,136
138,sender,0,0,137
139,sender,0,0,138
140,sender,0,0,139
141,sender,0,0,140
142,sender,0,0,141
143,sender,0,0,142
144,sender,0,0,143
145,sender,0,0,144
146,sender,0,0,145
147,sender,0,0,146
148,sender,0,0,147
149,sender,0,0,148
150,sender,0,0,149
151,sender,0,0,150
152,sender,0,0,151
153,sender,0,0,152
154,sender,0,0,153
155,sender,0,0,154
156,sender,0,0,155
157,sender,0,0,156
158,sender,0,0,157
159,sender,0,0,158
160,sender,0,0,159
161,sender,0,0,160
162,sender,0,0,161
163,sender,0,0,162
164,sender,0,0,163
165,sender,0,0,164
166,sender,0,0,165
167,sender,0,0,166
168,sender,0,0,167
169,sender,0,0,168
170,sender,0,0,169
171,sender,0,0,170
172,sender,0,0,171
173,sender,0,0,172
174,sender,0,0,173
175,sender,0,0,174
176,sender,0,0,175
177,sender,0,0,176
178,sender,0,0,177
179,sender,0,0,178
180,sender,0,0,179
181,sender,0,0,180
182,sender,0,0,181
183,sender,0,0,182
184,sender,0,0,183
185,sender,0,0,184
186,sender,0,0,185
187,sender,0,0,186
188,sender,0,0,187
189,sender,0,0,188
190,sender,0,0,189
191,sender,0,0,190
192,sender,0,0,191
193,sender,0,0,192
194,sender,0,0,193
195,sender,0,0,194
196,sender,0,0,195
197,sender,0,0,196
198,sender,0,0,197
199,sender,0,0,198
200,sender,0,0,199
201,sender,0,0,200
202,sender,0,0,201
203,sender,0,0,202
204,sender,0,0,203
205,sender,0,0,204
206,sender,0,0,205
207,sender,0,0,206
208,sender,0,0,207
209,sender,0,0,208
210,sender,0,0,209
211,sender,0,0,210
212,sender,0,0,211
213,sender,0,0,212
214,sender,0,0,213
215,sender,0,0,214
216,sender,0,0,215
217,sender,0,0,216
218,sender,0,0,217
219,sender,0,0,218
220,sender,0,0,219
221,sender,0,0,220
222,sender,0,0,221
223,sender,0,0,222
224,sender,0,0,223
225,sender,0,0,224
226,sender,0,0,225
227,sender,0,0,226
228,sender,0,0,227
229,sender,0,0,228
230,sender,0,0,229
231,sender,0,0,230
232,sender,0,0,231
233,sender,0,0,232
234,sender,0,0,233
235,sender,0,0,234
236,sender,0,0,235
237,sender,0,0,236
238,sender,0,0,237
239,sender,0,0,238
240,sender,0,0,239
241,sender,0,0,240
242,sender,0,0,241
243,sender,0,0,242
244,sender,0,0,243
245,sender,0,0,244
246,sender,0,0,245
247,sender,0,0,246
248,sender,0,0,247
249,sender,0,0,248
250,sender,0,0,249
251,sender,0,0,250
252,sender,0,0,251
253,sender,0,0,252
254,sender,0,0,253
255,sender,0,0,254
256,sender,0,0,255
257,sender,0,0,256
258,sender,0,0,257
259,sender,0,0,258
260,sender,0,0,259
261,sender,0,0,260
262,sender,0,0,261
263,sender,0,0,262
264,sender,0,0,263
265,sender,0,0,264
266,sender,0,0,265
267,sender,0,0,266
268,sender,0,0,267
269,sender,0,0,268
270,sender,0,0,269
271,sender,0,0,270
272,sender,0,0,271
273,sender,0,0,272
274,sender,0,0,273
275,sender,0,0,274
276,sender,0,0,275
277,sender,0,0,276
278,sender,0,0,277
279,sender,0,0,278
280,sender,0,0,279
281,sender,0,0,280
282,sender,0,0,281
283,sender,0,0,282
284,sender,0,0,283
285,sender,0,0,284
286,sender,0,0,285
287,sender,0,0,286
288,sender,0,0,287
289,sender,0,0,288
290,sender,0,0,289
291,sender,0,0,290
292,sender,0,0,291
293,sender,0,0,292
294,sender,0,0,293
295,sender,0,0,294
296,sender,0,0,295
297,sender,0,0,296
298,sender,0,0,297
299,sender,0,0,298
300,sender,0,0,299
301,sender,0,0,300
302,sender,0,0,301
303,sender,0,0,302
304,sender,0,0,303
305,sender,0,0,304
306,sender,0,0,305
307,sender,0,0,306
308,sender,0,0,307
309,sender,0,0,308
310,sender,0,0,309
311,sender,0,0,310
312,sender,0,0,311
313,sender,0,0,312
314,sender,0,0,313
315,sender,0,0,314
316,sender,0,0,315
317,sender,0,0,316
318,sender,0,0,317
319,sender,0,0,318
320,sender,0,0,319
321,sender,0,0,320
322,sender,0,0,321
323,sender,0,0,322
324,sender,0,0,323
325,sender,0,0,324
326,sender,0,0,325
327,sender,0,0,326
328,sender,0,0,327
329,sender,0,0,328
330,sender,0,0,329
331,sender,0,0,330
332,sender,0,0,331
333,sender,0,0,332
334,sender,0,0,333
335,sender,0,0,334
336,sender,0,0,335
337,sender,0,0,336
338,sender,0,0,337
339,sender,0,0,338
340,sender,0,0,339
341,sender,0,0,340
342,sender,0,0,341
343,sender,0,0,342
344,sender,0,0,343
345,sender,0,0,344
346,sender,0,0,345
347,sender,0,0,346
348,sender,0,0,347
349,sender,0,0,348
350,sender,0,0,349
351,sender,0,0,350
352,sender,0,0,351
353,sender,0,0,352
354,sender,0,0,353
355,sender,0,0,354
356,sender,0,0,355
357,sender,0,0,356
358,sender,0,0,357
359,sender,0,0,358
360,sender,0,0,359
361,sender,0,0,360
362,sender,0,0,361
363,sender,0,0,362
364,sender,0,0,363
365,sender,0,0,364
366,sender,0,0,365
367,sender,0,0,366
368,sender,0,0,367
369,sender,0,0,368
370,sender,0,0,369
371,sender,0,0,370
372,sender,0,0,371
373,sender,0,0,372
374,sender,0,0,373
375,sender,0,0,374
376,sender,0,0,375
377,sender,0,0,376
378,sender,0,0,377
379,sender,0,0,378
380,sender,0,0,379
381,sender,0,0,380
382,sender,0,0,381
383,sender,0,0,382
384,sender,0,0,383
385,sender,0,0,384
386,sender,0,0,385
387,sender,0,0,386
388,sender,0,0,387
389,sender,0,0,388
390,sender,0,0,389
391,sender,0,0,390
392,sender,0,0,391
393,sender,0,0,392
394,sender,0,0,393
395,sender,0,0,394
396,sender,0,0,395
397,sender,0,0,396
398,sender,0,0,397
399,sender,0,0,398
400,sender,0,0,399
401,sender,0,0,400
402,sender,0,0,401
403,sender,0,0,402
404,sender,0,0,403
405,sender,0,0,404
406,sender,0,0,405
407,sender,0,0,406
408,sender,0,0,407
409,sender,0,0,408
410,sender,0,0,409
411,sender,0,0,410
412,sender,0,0,411
413,sender,0,0,412
414,sender,0,0,413
415,sender,0,0,414
416,sender,0,0,415
417,sender,0,0,416
418,sender,0,0,417
419,sender,0,0,418
420,sender,0,0,419
421,sender,0,0,420
422,sender,0,0,421
423,sender,0,0,422
424,sender,0,0,423
425,sender,0,0,424
426,sender,0,0,425
427,sender,0,0,426
428,sender,0,0,427
429,sender,0,0,428
430,sender,0,0,429
431,sender,0,0,430
432,sender,0,0,431
433,sender,0,0,432
434,sender,0,0,433
435,sender,0,0,434
436,sender,0,0,435
437,sender,0,0,436
438,sender,0,0,437
439,sender,0,0,438
440,sender,0,0,439
441,sender,0,0,440
442,sender,0,0,441
443,sender,0,0,442
444,sender,0,0,443
445,sender,0,0,444
446,sender,0,0,445
447,sender,0,0,446
448,sender,0,0,447
449,sender,0,0,448
450,sender,0,0,449
451,sender,0,0,450
452,sender,0,0,451
453,sender,0,0,452
454,sender,0,0,453
455,sender,0,0,454
456,sender,0,0,455
457,sender,0,0,456
458,sender,0,0,457
459,sender,0,0,458
460,sender,0,0,459
461,sender,0,0,460
462,sender,0,0,461
463,sender,0,0,462
464,sender,0,0,463
465,sender,0,0,464
466,sender,0,0,465
467,sender,0,0,466
468,sender,0,0,467
469,sender,0,0,468
470,sender,0,0,469
471,sender,0,0,470
472,sender,0,0,471
473,sender,0,0,472
474,sender,0,0,473
475,sender,0,0,474
476,sender,0,0,475
477,sender,0,0,476
478,sender,0,0,477
479,sender,0,0,478
480,sender,0,0,479
481,sender,0,0,480
482,sender,0,0,481
483,sender,0,0,482
484,sender,0,0,483
485,sender,0,0,484
486,sender,0,0,485
487,sender,0,0,486
488,sender,0,0,487
489,sender,0,0,488
490,sender,0,0,489
491,sender,0,0,490
492,sender,0,0,491
493,sender,0,0,492
494,sender,0,0,493
495,sender,0,0,494
496,sender,0,0,495
497,sender,0,0,496
498,sender,0,0,497
499,sender,0,0,498
500,sender,0,0,499
501,sender,0,0,500
502,sender,0,0,501
503,sender,0,0,502
504,sender,0,0,503
505,sender,0,0,504
506,sender,0,0,505
507,sender,0,0,506
508,sender,0,0,507
509,sender,0,0,508
