ID,LIG01,LIG02,LIG03,LIG04,LIG05,LIG06,LIG07,LIG08,LIG09,LIG10,S_GENE11,S_GENE12,S_GENE13,S_GENE14,S_GENE15,S_GENE16,S_GENE17,S_GENE18,S_GENE19,S_GENE20,S_GENE21,S_GENE22,S_GENE23,S_GENE24,S_GENE25,S_GENE26,S_GENE27,S_GENE28,S_GENE29,S_GENE30,S_GENE31,S_GENE32,S_GENE33,S_GENE34,S_GENE35,S_GENE36,S_GENE37,S_GENE38,S_GENE39,S_GENE40,S_GENE41,S_GENE42,S_GENE43,S_GENE44,S_GENE45,S_GENE46,S_GENE47,S_GENE48,S_GENE49,S_GENE50,REC01,REC02,REC03,REC04,REC05,REC06,REC07,REC08,REC09,REC10,R_GENE11,R_GENE12,R_GENE13,R_GENE14,R_GENE15,R_GENE16,R_GENE17,R_GENE18,R_GENE19,R_GENE20,R_GENE21,R_GENE22,R_GENE23,R_GENE24,R_GENE25,R_GENE26,R_GENE27,R_GENE28,R_GENE29,R_GENE30,R_GENE31,R_GENE32,R_GENE33,R_GENE34,R_GENE35,R_GENE36,R_GENE37,R_GENE38,R_GENE39,R_GENE40,R_GENE41,R_GENE42,R_GENE43,R_GENE44,R_GENE45,R_GENE46,R_GENE47,R_GENE48,R_GENE49,R_GENE50
1,5.429010,4.353352,3.000516,5.897752,5.293781,6.123071,4.822491,5.995622,3.434242,6.325927,0.509307,0.244198,0.220598,0.735506,0.423595,0.335726,0.767665,0.466125,0.184083,0.706860,0.495379,0.741257,0.284964,0.571528,0.409204,0.716202,0.853433,0.770170,0.690584,0.948793,0.885677,0.746205,0.627342,0.915483,0.765212,0.912858,0.140645,0.969996,0.908043,0.207692,0.072131,0.629781,0.134835,0.199018,0.897922,0.685941,0.698143,0.699875,0.244894,0.118554,0.007762,0.622558,0.318243,0.653502,0.064621,0.829443,0.631732,0.054192,0.654279,0.185673,0.683887,0.963355,0.875542,0.995058,0.470597,0.931352,0.459635,0.464824,0.643838,0.727815,0.944177,0.896248,0.319917,0.046499,0.096215,0.494416,0.676296,0.443707,0.862329,0.278282,0.669536,0.170152,0.226296,0.550165,0.854293,0.461463,0.256417,0.208589,0.453960,0.842730,0.806360,0.185553,0.446281,0.882439,0.087570,0.476528,0.526406,0.485119,0.598290,0.398937
2,5.294783,4.355373,4.174335,5.688991,6.795180,5.955418,3.201477,4.116077,6.600262,4.963977,0.758939,0.030765,0.885979,0.785025,0.743350,0.682328,0.906981,0.832690,0.390996,0.315073,0.433534,0.140319,0.803733,0.762380,0.309639,0.184569,0.165497,0.920811,0.158624,0.137039,0.843118,0.654563,0.370522,0.589709,0.558938,0.549158,0.765586,0.054573,0.643707,0.007905,0.789612,0.985758,0.244709,0.889485,0.567509,0.408080,0.281089,0.019400,0.421531,0.434664,0.588271,0.291268,0.521342,0.587518,0.833735,0.473142,0.318915,0.408939,0.217952,0.335217,0.018928,0.269963,0.610848,0.553779,0.382342,0.622825,0.277597,0.951362,0.325490,0.616193,0.893402,0.314880,0.627888,0.389250,0.313924,0.940487,0.596132,0.346249,0.759173,0.211570,0.265498,0.459828,0.746325,0.258061,0.758256,0.105440,0.788593,0.012883,0.032131,0.711950,0.855208,0.281873,0.279538,0.482646,0.722260,0.537921,0.280065,0.443105,0.452984,0.473999
3,5.645988,8.848310,7.499874,6.101739,7.665240,7.432775,4.727376,6.957631,5.803864,4.852106,0.707401,0.744339,0.593027,0.711360,0.150478,0.234665,0.824767,0.461981,0.531476,0.744323,0.526973,0.770082,0.860397,0.627941,0.328919,0.139872,0.040628,0.581343,0.386714,0.261216,0.564753,0.633617,0.145505,0.147140,0.512440,0.981319,0.596494,0.250629,0.052357,0.190372,0.822728,0.033006,0.991596,0.810350,0.758128,0.309387,0.822071,0.840989,0.538116,0.606206,0.629002,0.385644,0.211422,0.722314,0.297082,0.739201,0.191348,0.514783,0.180175,0.456764,0.017229,0.602746,0.281362,0.932547,0.527814,0.161755,0.573787,0.804938,0.576932,0.888322,0.765317,0.057971,0.369628,0.456139,0.219442,0.736887,0.311998,0.492432,0.559592,0.257420,0.837698,0.024907,0.455477,0.229721,0.158277,0.514881,0.477705,0.269368,0.277363,0.961795,0.697269,0.055833,0.138017,0.361484,0.714939,0.954837,0.744101,0.123558,0.412340,0.614798
4,5.156551,6.793969,3.209032,4.438774,3.779659,3.988751,4.119289,5.184252,5.803402,4.229288,0.144618,0.199828,0.542227,0.234023,0.163934,0.096024,0.693660,0.323599,0.300494,0.848049,0.189864,0.069141,0.736261,0.090380,0.421024,0.559092,0.050004,0.115493,0.316988,0.154150,0.813692,0.192207,0.115855,0.575131,0.548492,0.678495,0.670387,0.414770,0.038966,0.103179,0.316561,0.645792,0.094675,0.371701,0.730421,0.170916,0.402761,0.116394,0.246361,0.825751,0.186487,0.623894,0.847635,0.212040,0.123797,0.034090,0.312515,0.994689,0.601589,0.249016,0.731286,0.463006,0.088543,0.079208,0.652501,0.953535,0.493144,0.088727,0.733913,0.182599,0.830835,0.572176,0.205563,0.896112,0.704790,0.398780,0.058973,0.940850,0.930523,0.968727,0.254980,0.612535,0.635117,0.729847,0.954538,0.781856,0.809411,0.182514,0.254532,0.537140,0.060973,0.124597,0.840439,0.682454,0.954776,0.287649,0.300216,0.993230,0.696220,0.552447
5,8.147831,7.153047,6.961929,6.945604,7.337560,6.967425,6.374848,6.312708,6.798272,5.893699,0.431075,0.634338,0.343397,0.389007,0.819056,0.673173,0.256265,0.438081,0.462979,0.796883,0.651542,0.157334,0.083900,0.539526,0.678386,0.465151,0.563420,0.979847,0.573076,0.454727,0.470994,0.058171,0.846610,0.958449,0.800585,0.996427,0.320901,0.462720,0.936393,0.944544,0.851353,0.821846,0.989792,0.782987,0.392995,0.760363,0.805529,0.505390,0.698202,0.858393,0.003410,0.487215,0.485233,0.542138,0.536602,0.434953,0.250002,0.328403,0.268015,0.761806,0.935275,0.093453,0.523917,0.619366,0.971255,0.149282,0.664308,0.905083,0.644084,0.804990,0.153037,0.960837,0.059704,0.949382,0.997322,0.873005,0.034491,0.761370,0.701126,0.053805,0.217986,0.580316,0.331833,0.762430,0.850524,0.393330,0.539983,0.874743,0.422280,0.082187,0.456930,0.580503,0.688553,0.072417,0.242352,0.822995,0.068429,0.451118,0.910567,0.224123
6,5.710349,8.828875,6.696799,5.311752,4.731569,7.192429,8.516617,7.107950,7.668180,5.417464,0.184006,0.394440,0.230331,0.253106,0.394258,0.712213,0.876241,0.262936,0.041096,0.746845,0.494022,0.825431,0.630680,0.167336,0.154016,0.859521,0.151679,0.260519,0.087137,0.610369,0.357189,0.250937,0.571363,0.610428,0.404032,0.309780,0.284794,0.118335,0.274570,0.627117,0.259958,0.827061,0.652725,0.116362,0.960833,0.739608,0.916776,0.515295,0.800988,0.190948,0.161821,0.626801,0.388582,0.030340,0.098449,0.856513,0.709004,0.683935,0.182989,0.150913,0.773360,0.892735,0.380164,0.555165,0.963834,0.300407,0.407435,0.661098,0.602632,0.415965,0.902533,0.363908,0.909135,0.301770,0.075303,0.540609,0.218159,0.460141,0.212174,0.718138,0.171928,0.678994,0.809299,0.685330,0.740884,0.297185,0.524800,0.324384,0.683872,0.763348,0.200503,0.299850,0.906413,0.898681,0.626959,0.606666,0.160178,0.540371,0.499124,0.287309
7,7.061713,6.510899,6.528990,4.880952,6.546088,5.728974,8.885066,7.840587,7.242020,6.762135,0.246083,0.005483,0.566258,0.334057,0.646013,0.767832,0.857140,0.744058,0.454226,0.044169,0.607722,0.901076,0.432292,0.250515,0.236620,0.933106,0.835356,0.864464,0.100645,0.722879,0.347144,0.520467,0.206913,0.321329,0.847449,0.252478,0.288274,0.981934,0.280330,0.103784,0.453580,0.403085,0.236545,0.674775,0.649812,0.083338,0.568184,0.007797,0.395963,0.176823,0.192656,0.740239,0.491516,0.195328,0.197141,0.758878,0.056599,0.025430,0.237984,0.388670,0.797971,0.549121,0.055367,0.950084,0.048006,0.454096,0.106821,0.756125,0.396068,0.879995,0.381116,0.853619,0.747036,0.668443,0.604427,0.628136,0.169605,0.745066,0.339093,0.614645,0.462541,0.338397,0.977201,0.856140,0.316074,0.001206,0.761124,0.223659,0.261683,0.796596,0.521494,0.006725,0.326529,0.264268,0.437144,0.764060,0.760208,0.425949,0.931012,0.132956
8,5.133863,5.284095,4.800589,7.398834,4.622002,8.004350,8.508904,8.776658,7.767435,7.225333,0.997423,0.563260,0.733353,0.904909,0.680594,0.462765,0.558775,0.373164,0.724368,0.698630,0.411696,0.375544,0.402836,0.704882,0.183542,0.146338,0.763763,0.400376,0.340701,0.926356,0.949851,0.066752,0.661785,0.009456,0.382592,0.401691,0.443145,0.605914,0.775545,0.577395,0.474018,0.624363,0.686621,0.645636,0.870915,0.690142,0.238716,0.169982,0.655611,0.719164,0.451149,0.113345,0.792165,0.121216,0.558911,0.593866,0.835234,0.891984,0.119309,0.341604,0.246404,0.532798,0.672767,0.881802,0.000028,0.912048,0.691808,0.178961,0.388760,0.888939,0.254040,0.372486,0.105392,0.671454,0.249202,0.060069,0.465578,0.103053,0.163272,0.536433,0.844908,0.299934,0.849197,0.652124,0.103107,0.122742,0.714372,0.385685,0.143567,0.125779,0.347066,0.105192,0.291338,0.450828,0.185082,0.660202,0.911621,0.999568,0.186206,0.289159
9,4.520761,4.629187,8.631932,7.402406,7.031946,5.223993,5.360022,8.376832,4.900529,6.010345,0.270961,0.469298,0.689162,0.615803,0.283521,0.117557,0.691918,0.577755,0.787637,0.097926,0.716349,0.415782,0.434770,0.172064,0.626046,0.612464,0.598633,0.964169,0.172001,0.861074,0.924662,0.868412,0.862967,0.546882,0.081106,0.682368,0.679037,0.659241,0.687781,0.982124,0.488697,0.306304,0.667176,0.722888,0.513677,0.461087,0.684342,0.461921,0.411504,0.129709,0.275623,0.795022,0.916213,0.830287,0.526151,0.705149,0.274605,0.901297,0.915431,0.563198,0.876134,0.005797,0.620203,0.555034,0.609745,0.238497,0.198447,0.375878,0.897161,0.764283,0.116578,0.180269,0.232049,0.517514,0.454137,0.014119,0.351609,0.583887,0.634205,0.462631,0.618587,0.629466,0.567319,0.963739,0.700719,0.574787,0.528450,0.115311,0.266482,0.330967,0.914577,0.603418,0.639750,0.355346,0.731569,0.298309,0.044439,0.672147,0.336083,0.161097
10,7.914774,7.103673,7.965623,6.475389,8.481857,8.761698,7.010551,5.979621,5.377154,5.156416,0.770851,0.423677,0.217700,0.918537,0.748933,0.587199,0.124088,0.986843,0.859710,0.166374,0.573660,0.353008,0.629579,0.884328,0.091655,0.711800,0.431687,0.889755,0.786054,0.553679,0.243642,0.142160,0.444445,0.102463,0.427228,0.305700,0.278516,0.379706,0.199778,0.195838,0.735555,0.381581,0.705100,0.488691,0.742943,0.835648,0.553257,0.143920,0.211919,0.298068,0.836136,0.458221,0.697587,0.111992,0.850675,0.253239,0.216936,0.233952,0.230596,0.993128,0.419406,0.841739,0.512474,0.035854,0.314906,0.021262,0.602659,0.909169,0.740040,0.377496,0.577244,0.324097,0.662448,0.661589,0.634964,0.173805,0.379651,0.189883,0.470109,0.317149,0.559694,0.875852,0.959397,0.094025,0.375470,0.993497,0.238708,0.053782,0.230253,0.952039,0.691498,0.887730,0.027558,0.694182,0.438466,0.638976,0.651714,0.316407,0.644361,0.859159
11,5.924936,5.472086,6.855898,8.997222,8.971443,6.263847,7.647136,5.310823,6.792004,8.196216,0.331369,0.497298,0.855886,0.391383,0.736593,0.129729,0.190571,0.919007,0.766917,0.195843,0.297590,0.455058,0.133414,0.506398,0.128339,0.383797,0.674450,0.025982,0.649907,0.241757,0.624043,0.538802,0.483833,0.955558,0.898841,0.701280,0.807062,0.403431,0.282137,0.130043,0.351179,0.843470,0.556263,0.100979,0.237801,0.442755,0.949163,0.159262,0.993670,0.785019,0.484740,0.688085,0.152774,0.815667,0.946358,0.717814,0.229112,0.682579,0.163797,0.980606,0.836609,0.741677,0.564396,0.127575,0.207437,0.379719,0.040245,0.004305,0.019120,0.924974,0.842694,0.601099,0.925605,0.947280,0.130201,0.938878,0.464800,0.167202,0.696127,0.404026,0.968293,0.850333,0.777199,0.869318,0.790728,0.743092,0.897568,0.441571,0.457652,0.653962,0.659392,0.390365,0.521163,0.401683,0.804184,0.822747,0.653253,0.545639,0.997824,0.706211
12,8.355885,5.780293,6.812949,7.197625,4.669209,7.266945,5.660773,8.480604,6.525180,7.503558,0.255638,0.353640,0.239929,0.959384,0.721266,0.087654,0.073646,0.681931,0.660539,0.022995,0.215654,0.622752,0.764465,0.182291,0.628007,0.528248,0.046322,0.768109,0.150081,0.426249,0.374003,0.762759,0.487966,0.516953,0.527008,0.407698,0.436939,0.951112,0.942284,0.529587,0.491746,0.378325,0.506150,0.084506,0.009766,0.972097,0.538515,0.731933,0.351657,0.600682,0.002222,0.679346,0.124657,0.675887,0.703393,0.808846,0.367110,0.510308,0.781105,0.936039,0.109579,0.871340,0.186383,0.862812,0.351024,0.463477,0.532704,0.234433,0.154609,0.896652,0.649914,0.922024,0.722016,0.615076,0.093968,0.629401,0.022107,0.579439,0.209853,0.059682,0.982373,0.816562,0.556973,0.786735,0.910125,0.904751,0.041574,0.853488,0.366652,0.630449,0.192768,0.204436,0.748317,0.427210,0.915666,0.537633,0.820635,0.821486,0.057069,0.717092
13,5.290155,6.348395,5.372780,5.149460,7.405448,6.370804,6.160185,6.206327,6.996461,7.890700,0.472248,0.187233,0.905461,0.250958,0.120368,0.687814,0.004502,0.269022,0.742194,0.017298,0.852059,0.211536,0.341197,0.807133,0.762889,0.616772,0.313881,0.128607,0.306436,0.348863,0.937643,0.662974,0.583941,0.635443,0.005764,0.794507,0.653856,0.749254,0.204150,0.394847,0.165324,0.042603,0.736448,0.219053,0.424339,0.186121,0.434710,0.885419,0.662971,0.293197,0.121059,0.275929,0.347530,0.004708,0.707119,0.661909,0.497292,0.962758,0.370800,0.509078,0.284413,0.856600,0.332974,0.248804,0.317273,0.511259,0.663582,0.330400,0.076817,0.910698,0.484550,0.075497,0.189809,0.186836,0.329405,0.530046,0.676988,0.164511,0.045237,0.012294,0.919952,0.798072,0.130792,0.100921,0.328587,0.729776,0.700728,0.963037,0.823782,0.659056,0.337770,0.902639,0.003055,0.437918,0.911000,0.310002,0.455096,0.506921,0.427352,0.921868
14,7.613854,7.774189,6.111959,6.323601,6.399130,6.719519,5.123215,4.889556,5.431794,7.578117,0.854410,0.217639,0.090854,0.441853,0.878606,0.348987,0.720735,0.167064,0.491504,0.942922,0.104480,0.687936,0.711974,0.569398,0.430304,0.689644,0.654676,0.922886,0.565991,0.749911,0.735825,0.797658,0.435759,0.784683,0.068476,0.630817,0.876772,0.923603,0.821626,0.668618,0.425674,0.030244,0.521518,0.506751,0.008183,0.248749,0.551025,0.296353,0.297007,0.323485,0.398053,0.050520,0.980150,0.841346,0.827173,0.788289,0.783002,0.791449,0.357740,0.022363,0.121233,0.667364,0.042837,0.338904,0.557067,0.755138,0.732457,0.183999,0.665075,0.203780,0.511518,0.431256,0.402900,0.590980,0.670827,0.011919,0.107850,0.239002,0.593777,0.449046,0.863053,0.496990,0.355348,0.740319,0.856777,0.552165,0.800357,0.994983,0.633135,0.017541,0.344482,0.152120,0.658657,0.909573,0.218708,0.143469,0.373499,0.591355,0.382184,0.087418
15,3.053469,6.023465,3.794022,4.780633,3.466275,5.281200,5.841317,3.118329,6.463604,3.282972,0.860025,0.325929,0.327723,0.554873,0.042934,0.968639,0.618579,0.934469,0.476046,0.357530,0.195470,0.252726,0.523862,0.380436,0.977183,0.705002,0.339414,0.631162,0.483163,0.147825,0.963575,0.691059,0.753182,0.865980,0.391987,0.631841,0.313370,0.166459,0.949275,0.545374,0.515629,0.425635,0.605424,0.253497,0.755294,0.916187,0.457367,0.052035,0.886478,0.448722,0.689984,0.321991,0.928011,0.271281,0.509914,0.277873,0.895049,0.209559,0.182507,0.824536,0.617120,0.870892,0.306291,0.014802,0.253507,0.618223,0.671454,0.209137,0.170480,0.563570,0.130126,0.143453,0.752919,0.821259,0.932462,0.066534,0.841956,0.233808,0.373699,0.234565,0.836945,0.210832,0.219995,0.074631,0.844835,0.163279,0.982359,0.528281,0.311099,0.967201,0.297612,0.573525,0.508745,0.669116,0.152720,0.101215,0.772087,0.277416,0.506967,0.187167
16,6.364172,4.350006,5.207994,5.777413,3.465441,6.027810,5.474131,5.208984,3.860926,6.074253,0.749861,0.468461,0.501991,0.681645,0.415041,0.938578,0.458112,0.523640,0.495993,0.336307,0.743071,0.233892,0.929492,0.188477,0.548753,0.982500,0.350785,0.638797,0.954713,0.330795,0.759059,0.908015,0.249848,0.633937,0.773291,0.235802,0.978746,0.657179,0.460057,0.197883,0.811417,0.924360,0.726137,0.054284,0.501179,0.396282,0.903409,0.446070,0.600441,0.115445,0.183485,0.459013,0.650864,0.366060,0.597261,0.793539,0.509202,0.456887,0.942561,0.302488,0.716018,0.875179,0.603963,0.905261,0.063512,0.075316,0.719699,0.941243,0.908776,0.696441,0.521405,0.595182,0.139394,0.295196,0.708748,0.389133,0.979905,0.237794,0.007990,0.861212,0.740241,0.594033,0.363194,0.573700,0.246739,0.662075,0.617468,0.485814,0.696739,0.643224,0.974687,0.817714,0.139674,0.627755,0.621060,0.308582,0.275544,0.794335,0.386408,0.168566
17,4.732631,5.734545,5.240166,4.155765,5.562142,6.563654,3.483220,4.080157,4.954414,6.935378,0.503132,0.774341,0.131294,0.943338,0.235026,0.587892,0.745321,0.828472,0.703049,0.168931,0.484813,0.923280,0.440442,0.035878,0.173351,0.033925,0.481917,0.634654,0.300431,0.901294,0.491384,0.181237,0.481857,0.685270,0.228466,0.580991,0.177866,0.688283,0.518213,0.257390,0.542987,0.256490,0.443406,0.360751,0.853381,0.145759,0.937554,0.800497,0.085744,0.612842,0.586693,0.167373,0.410648,0.115585,0.092682,0.288021,0.871434,0.034359,0.802953,0.993661,0.453405,0.162072,0.992592,0.668179,0.694567,0.582154,0.815767,0.203043,0.173174,0.520923,0.491810,0.033799,0.412570,0.532188,0.049759,0.603958,0.801895,0.781700,0.873174,0.602398,0.085360,0.060227,0.795642,0.005512,0.412193,0.538513,0.552400,0.812339,0.221027,0.896825,0.003675,0.439743,0.969537,0.522761,0.035889,0.657530,0.257946,0.798963,0.949465,0.958173
18,6.195970,4.238588,6.306969,5.318381,5.571653,4.390932,4.714543,4.744883,3.474434,4.204530,0.320953,0.632998,0.913546,0.640483,0.382464,0.547971,0.720137,0.514069,0.878025,0.603975,0.259149,0.934291,0.086900,0.664378,0.642559,0.327478,0.788862,0.843979,0.640469,0.908047,0.099778,0.640889,0.172871,0.129742,0.653760,0.083743,0.935614,0.353002,0.230960,0.664179,0.504807,0.602152,0.986410,0.015266,0.476235,0.739092,0.235200,0.608446,0.526717,0.530093,0.874890,0.866884,0.104390,0.698313,0.633252,0.510835,0.628047,0.326809,0.469081,0.254393,0.741281,0.215010,0.085622,0.728583,0.103675,0.451572,0.477369,0.315353,0.638127,0.203171,0.164748,0.478678,0.618626,0.703373,0.987794,0.685571,0.848470,0.674166,0.621465,0.952883,0.827305,0.848661,0.392711,0.912397,0.821620,0.685732,0.589744,0.020233,0.995996,0.781935,0.912129,0.141719,0.051681,0.743039,0.199044,0.943305,0.213634,0.862133,0.309282,0.628480
19,6.040008,5.161728,6.203535,5.418503,4.666429,4.340879,4.404944,3.694203,6.395767,4.133790,0.208465,0.965761,0.191009,0.179934,0.051884,0.494912,0.896112,0.074157,0.290468,0.309895,0.229046,0.258668,0.601691,0.472923,0.254630,0.897779,0.430050,0.381953,0.806925,0.946071,0.797105,0.641194,0.765951,0.506452,0.056619,0.236988,0.206341,0.987483,0.596330,0.565273,0.256393,0.562484,0.157505,0.813745,0.888083,0.460157,0.182113,0.612772,0.658412,0.423847,0.362416,0.360645,0.175827,0.520816,0.402369,0.030128,0.882408,0.179528,0.102316,0.194593,0.505928,0.926771,0.979782,0.155379,0.434483,0.398392,0.486135,0.354230,0.302201,0.690282,0.381005,0.834613,0.517153,0.316819,0.703486,0.112701,0.468063,0.147319,0.120009,0.357939,0.535035,0.547123,0.671406,0.918567,0.489622,0.405299,0.903470,0.971339,0.661584,0.298090,0.454612,0.408564,0.668242,0.119208,0.937062,0.133602,0.319798,0.746179,0.125487,0.891986
20,7.648947,6.577284,6.660649,7.923142,4.782371,7.748096,7.379838,6.287124,7.366680,6.489481,0.129660,0.896080,0.035683,0.079858,0.648010,0.163379,0.338840,0.016659,0.089043,0.134732,0.225841,0.811409,0.257266,0.826931,0.625425,0.763344,0.534568,0.706071,0.364445,0.738462,0.022532,0.499616,0.710755,0.576207,0.354676,0.771336,0.762179,0.699633,0.976378,0.306938,0.579081,0.963439,0.491949,0.675939,0.199190,0.270246,0.493174,0.293969,0.254407,0.016577,0.411071,0.770609,0.132176,0.789727,0.867145,0.891130,0.503447,0.768026,0.907711,0.982383,0.955365,0.527321,0.135199,0.887702,0.101640,0.700157,0.718008,0.130567,0.296356,0.661527,0.416984,0.215337,0.304310,0.582848,0.790797,0.060356,0.838614,0.028323,0.082704,0.604937,0.069930,0.552226,0.135958,0.566664,0.164589,0.101982,0.682965,0.292983,0.114322,0.389700,0.676654,0.993913,0.179300,0.244069,0.672857,0.152542,0.854390,0.397039,0.559162,0.336342
