ID,LIG01,LIG02,LIG03,LIG04,LIG05,LIG06,LIG07,LIG08,LIG09,LIG10,S_GENE11,S_GENE12,S_GENE13,S_GENE14,S_GENE15,S_GENE16,S_GENE17,S_GENE18,S_GENE19,S_GENE20,S_GENE21,S_GENE22,S_GENE23,S_GENE24,S_GENE25,S_GENE26,S_GENE27,S_GENE28,S_GENE29,S_GENE30,S_GENE31,S_GENE32,S_GENE33,S_GENE34,S_GENE35,S_GENE36,S_GENE37,S_GENE38,S_GENE39,S_GENE40,S_GENE41,S_GENE42,S_GENE43,S_GENE44,S_GENE45,S_GENE46,S_GENE47,S_GENE48,S_GENE49,S_GENE50,REC01,REC02,REC03,REC04,REC05,REC06,REC07,REC08,REC09,REC10,R_GENE11,R_GENE12,R_GENE13,R_GENE14,R_GENE15,R_GENE16,R_GENE17,R_GENE18,R_GENE19,R_GENE20,R_GENE21,R_GENE22,R_GENE23,R_GENE24,R_GENE25,R_GENE26,R_GENE27,R_GENE28,R_GENE29,R_GENE30,R_GENE31,R_GENE32,R_GENE33,R_GENE34,R_GENE35,R_GENE36,R_GENE37,R_GENE38,R_GENE39,R_GENE40,R_GENE41,R_GENE42,R_GENE43,R_GENE44,R_GENE45,R_GENE46,R_GENE47,R_GENE48,R_GENE49,R_GENE50
1,3.654238,4.647603,3.555598,3.212076,4.191717,3.136045,3.490056,4.912069,6.116862,3.205741,0.917652,0.083690,0.619473,0.478506,0.239523,0.469413,0.242553,0.045234,0.276506,0.131861,0.408881,0.690429,0.838426,0.469378,0.558805,0.444519,0.898911,0.227139,0.396501,0.159845,0.742305,0.870535,0.212693,0.851113,0.462140,0.280272,0.519701,0.422202,0.776232,0.322765,0.592710,0.766294,0.030040,0.592917,0.922663,0.551192,0.467680,0.504797,0.552942,0.339512,0.476548,0.116912,0.385409,0.489788,0.211679,0.331415,0.939556,0.271434,0.478077,0.973475,0.703643,0.564929,0.751833,0.850511,0.590696,0.509211,0.167819,0.383021,0.385308,0.721635,0.937135,0.877771,0.944795,0.092926,0.383301,0.647403,0.726645,0.641440,0.794594,0.720761,0.395824,0.476573,0.854804,0.005457,0.947439,0.410262,0.241819,0.101027,0.980431,0.563408,0.456729,0.653796,0.722479,0.530239,0.700384,0.515110,0.306003,0.423731,0.700960,0.852595
2,6.155844,5.666108,4.987445,5.166455,6.559111,5.178524,6.736041,3.726814,3.350674,5.349889,0.560156,0.096403,0.510201,0.255292,0.450577,0.217000,0.571925,0.525617,0.284876,0.737010,0.133055,0.958003,0.245128,0.940775,0.619266,0.496789,0.481995,0.821579,0.505552,0.467305,0.898457,0.199057,0.906513,0.295756,0.646050,0.228526,0.851476,0.621449,0.264391,0.456566,0.060669,0.740690,0.947411,0.387179,0.927316,0.176377,0.041228,0.983655,0.051227,0.189238,0.152964,0.967319,0.543103,0.685028,0.452431,0.892444,0.986388,0.853065,0.049886,0.380233,0.647948,0.302221,0.291431,0.239596,0.624255,0.991714,0.131275,0.831618,0.290901,0.080822,0.874590,0.943611,0.829867,0.422980,0.729878,0.137986,0.970067,0.416047,0.565585,0.674586,0.093829,0.639654,0.454710,0.920322,0.983269,0.181774,0.202702,0.347635,0.925391,0.800924,0.459103,0.565433,0.126151,0.385687,0.770889,0.193050,0.132676,0.564085,0.346779,0.822053
3,3.511799,3.771169,6.069128,3.519683,5.163443,4.736455,5.522761,3.495615,4.085145,6.410620,0.952925,0.408447,0.028043,0.951851,0.784997,0.346532,0.092069,0.906633,0.713730,0.982773,0.030755,0.134532,0.420363,0.158129,0.709710,0.340697,0.801673,0.504102,0.590687,0.502510,0.252296,0.058071,0.144613,0.820358,0.592673,0.148915,0.330619,0.482218,0.205983,0.165138,0.793165,0.251064,0.955928,0.682605,0.147089,0.097527,0.547336,0.326552,0.362765,0.343109,0.502675,0.401649,0.776245,0.612882,0.615985,0.411976,0.752454,0.708802,0.373968,0.056318,0.898234,0.214136,0.003484,0.369691,0.735144,0.604212,0.381376,0.560753,0.981716,0.056095,0.083200,0.863161,0.929868,0.356685,0.439813,0.486617,0.215857,0.349940,0.446171,0.144212,0.057976,0.614914,0.101557,0.849612,0.495821,0.380716,0.483806,0.376230,0.094270,0.594143,0.544047,0.223167,0.921156,0.461015,0.784359,0.171225,0.893832,0.324207,0.655869,0.024643
4,14.137751,12.861333,17.114817,13.108035,11.296887,11.271017,17.286129,10.402627,11.046577,12.597160,0.288684,0.204928,0.948741,0.171658,0.772527,0.853922,0.584265,0.039288,0.782803,0.753051,0.091703,0.145386,0.483901,0.353664,0.859028,0.600060,0.715525,0.454624,0.600631,0.890266,0.479370,0.155989,0.063551,0.568261,0.625752,0.091693,0.852796,0.025866,0.763230,0.865151,0.835551,0.171668,0.501393,0.839553,0.977948,0.986167,0.423009,0.168342,0.215874,0.605536,0.596849,0.621646,0.965160,0.874405,0.774122,0.632922,0.413514,0.100159,0.518911,0.640774,0.672346,0.483030,0.704611,0.916557,0.753240,0.115797,0.352283,0.018542,0.433989,0.572329,0.282428,0.637613,0.468039,0.845524,0.778129,0.811320,0.450251,0.805698,0.977267,0.722361,0.301874,0.513408,0.583499,0.585457,0.412391,0.789112,0.415725,0.424288,0.761317,0.491899,0.550567,0.836401,0.398796,0.532887,0.776233,0.597137,0.617619,0.574280,0.302451,0.683142
5,4.090776,3.019835,5.026446,5.426993,6.535190,5.881729,6.388470,5.840276,3.758513,3.258304,0.523133,0.147860,0.982540,0.700856,0.491011,0.936781,0.689233,0.457837,0.867908,0.573834,0.131561,0.240302,0.355417,0.971989,0.245445,0.245824,0.301793,0.339045,0.094235,0.968204,0.236828,0.072159,0.579234,0.641306,0.690707,0.588934,0.074361,0.321455,0.277443,0.859267,0.510442,0.685663,0.151609,0.143034,0.780074,0.735449,0.296464,0.375040,0.632005,0.111883,0.603892,0.088645,0.901691,0.959534,0.984597,0.582916,0.190154,0.805399,0.395542,0.154801,0.306893,0.399875,0.982684,0.358649,0.294920,0.168954,0.476234,0.366911,0.471482,0.617950,0.031260,0.467549,0.587017,0.881377,0.771624,0.971079,0.823781,0.787782,0.777423,0.730181,0.405547,0.610892,0.049991,0.339065,0.501125,0.044465,0.165922,0.794141,0.760181,0.957649,0.168760,0.261829,0.350407,0.442121,0.159616,0.632942,0.324337,0.338511,0.747464,0.482404
6,12.674446,14.287826,9.764663,17.540199,17.130669,16.831591,17.292374,15.307311,16.071627,9.943894,0.104703,0.139353,0.290764,0.196315,0.181337,0.788435,0.372361,0.019140,0.537736,0.535979,0.934075,0.778715,0.898870,0.513568,0.884776,0.228832,0.726146,0.168358,0.310236,0.960103,0.190209,0.515399,0.978727,0.082130,0.817526,0.187250,0.000804,0.852308,0.080035,0.393216,0.590699,0.646427,0.707868,0.240155,0.221630,0.342338,0.919218,0.969085,0.355379,0.319151,0.549932,0.777229,0.817493,0.269321,0.021356,0.775044,0.067265,0.708106,0.188539,0.795312,0.890629,0.283120,0.298250,0.393462,0.025594,0.706462,0.284126,0.258289,0.989522,0.947816,0.085834,0.629337,0.703449,0.569367,0.561654,0.274010,0.218191,0.290840,0.066705,0.740215,0.838729,0.371726,0.684398,0.362435,0.893340,0.904315,0.338802,0.051542,0.046624,0.629069,0.295281,0.270063,0.037338,0.934406,0.059592,0.039496,0.075006,0.833736,0.616679,0.100075
7,6.877819,5.264149,6.388247,4.385230,5.959251,5.758543,4.248502,3.548131,4.534566,3.872424,0.822804,0.996902,0.455829,0.378632,0.647146,0.471730,0.472849,0.171485,0.865964,0.080677,0.059002,0.416221,0.166104,0.240515,0.762770,0.933649,0.910171,0.600840,0.624221,0.155378,0.193089,0.986968,0.800464,0.068217,0.027247,0.321921,0.635759,0.901014,0.995366,0.213994,0.644136,0.444029,0.216456,0.912891,0.118126,0.287530,0.234084,0.990847,0.602037,0.749973,0.772953,0.702666,0.277700,0.432463,0.349042,0.828941,0.497263,0.358785,0.542142,0.901621,0.927996,0.063153,0.983018,0.531364,0.179777,0.092887,0.133027,0.195700,0.888897,0.359960,0.275921,0.508947,0.517786,0.037746,0.196179,0.534369,0.137323,0.759323,0.978932,0.374275,0.997331,0.167205,0.424293,0.878770,0.549948,0.378263,0.638755,0.261324,0.980241,0.365536,0.169616,0.376582,0.717524,0.514047,0.936934,0.515098,0.816171,0.295751,0.938913,0.891422
8,11.301945,9.078836,9.663855,16.252989,10.177036,14.323424,13.055283,10.651423,15.874867,11.165254,0.754005,0.908829,0.927724,0.363404,0.770178,0.357718,0.720483,0.144280,0.118418,0.191995,0.924123,0.546909,0.384585,0.466445,0.459419,0.856579,0.975292,0.456568,0.663968,0.726810,0.375712,0.091632,0.020294,0.642476,0.355913,0.551326,0.598095,0.532560,0.653600,0.882447,0.806788,0.468338,0.821737,0.489870,0.107750,0.547788,0.499002,0.013581,0.284360,0.055673,0.957834,0.938448,0.095796,0.933953,0.044764,0.832091,0.453837,0.184936,0.689427,0.363597,0.513467,0.648078,0.353900,0.183103,0.596559,0.860949,0.069538,0.939515,0.897735,0.816306,0.103155,0.394321,0.491230,0.561529,0.884640,0.410581,0.625787,0.768227,0.653311,0.286506,0.681888,0.796113,0.511752,0.133676,0.687537,0.193841,0.126537,0.297536,0.765596,0.004892,0.545958,0.854310,0.074212,0.520152,0.578631,0.754584,0.166482,0.831436,0.402009,0.271106
9,13.009727,16.750435,12.046834,13.091929,15.867105,17.385365,16.409069,17.085133,14.842063,13.071851,0.844085,0.838083,0.470542,0.955557,0.797190,0.217813,0.772139,0.293253,0.753303,0.744878,0.960385,0.522974,0.550307,0.460104,0.123531,0.436473,0.880881,0.953553,0.755790,0.457269,0.004598,0.892683,0.643655,0.207560,0.828153,0.428418,0.014792,0.563367,0.309975,0.477403,0.837916,0.829080,0.891928,0.924577,0.258091,0.376137,0.071173,0.449498,0.334925,0.998055,0.966789,0.303610,0.844450,0.028651,0.902795,0.981083,0.958710,0.021164,0.911552,0.289877,0.754419,0.422751,0.245860,0.863282,0.270508,0.653511,0.607230,0.612488,0.674977,0.076331,0.084154,0.216351,0.295407,0.788971,0.667014,0.676746,0.518435,0.594616,0.063167,0.569618,0.912397,0.254466,0.754999,0.598401,0.767552,0.968331,0.226129,0.089299,0.593363,0.495420,0.826728,0.164695,0.170760,0.440004,0.518003,0.805265,0.916603,0.451587,0.728524,0.537227
10,5.039374,3.781094,6.751527,4.793853,4.774534,3.532611,3.108933,5.012737,4.597754,3.899038,0.734565,0.799764,0.708723,0.797615,0.659835,0.234690,0.750250,0.766038,0.324144,0.299849,0.787280,0.445401,0.387749,0.069753,0.377668,0.418454,0.122877,0.117401,0.097304,0.086469,0.100820,0.533257,0.790068,0.459849,0.562124,0.701646,0.531902,0.382715,0.768489,0.580500,0.674622,0.122130,0.127382,0.259666,0.445521,0.571276,0.328681,0.341900,0.382534,0.333159,0.037955,0.894982,0.128642,0.986114,0.749396,0.970199,0.340327,0.515630,0.510115,0.458891,0.640893,0.071588,0.528292,0.889844,0.973419,0.156351,0.221818,0.985756,0.248765,0.665697,0.745960,0.827968,0.017624,0.663275,0.488969,0.799722,0.374514,0.554804,0.920712,0.722917,0.593109,0.527879,0.500802,0.261294,0.796934,0.048295,0.480970,0.146140,0.956187,0.451319,0.003165,0.095092,0.588268,0.603118,0.867286,0.679876,0.943860,0.945760,0.706279,0.897385
