ID,LIG01,LIG02,LIG03,LIG04,LIG05,LIG06,LIG07,LIG08,LIG09,LIG10,S_GENE11,S_GENE12,S_GENE13,S_GENE14,S_GENE15,S_GENE16,S_GENE17,S_GENE18,S_GENE19,S_GENE20,S_GENE21,S_GENE22,S_GENE23,S_GENE24,S_GENE25,S_GENE26,S_GENE27,S_GENE28,S_GENE29,S_GENE30,S_GENE31,S_GENE32,S_GENE33,S_GENE34,S_GENE35,S_GENE36,S_GENE37,S_GENE38,S_GENE39,S_GENE40,S_GENE41,S_GENE42,S_GENE43,S_GENE44,S_GENE45,S_GENE46,S_GENE47,S_GENE48,S_GENE49,S_GENE50,REC01,REC02,REC03,REC04,REC05,REC06,REC07,REC08,REC09,REC10,R_GENE11,R_GENE12,R_GENE13,R_GENE14,R_GENE15,R_GENE16,R_GENE17,R_GENE18,R_GENE19,R_GENE20,R_GENE21,R_GENE22,R_GENE23,R_GENE24,R_GENE25,R_GENE26,R_GENE27,R_GENE28,R_GENE29,R_GENE30,R_GENE31,R_GENE32,R_GENE33,R_GENE34,R_GENE35,R_GENE36,R_GENE37,R_GENE38,R_GENE39,R_GENE40,R_GENE41,R_GENE42,R_GENE43,R_GENE44,R_GENE45,R_GENE46,R_GENE47,R_GENE48,R_GENE49,R_GENE50
1,18.333981,14.144560,12.850064,16.504499,0.057159,0.757865,13.103073,17.098839,14.190887,15.610518,0.688844,0.316306,0.906745,0.354253,0.347923,0.181088,0.710272,0.428307,0.121536,0.973117,0.407950,0.718160,0.826978,0.536270,0.337545,0.629526,0.482326,0.153002,0.630293,0.468981,0.812638,0.815986,0.057578,0.328707,0.171413,0.124619,0.448661,0.127193,0.936889,0.553120,0.160392,0.570920,0.585697,0.141723,0.616439,0.615150,0.979322,0.921046,0.348328,0.328039,0.037792,0.711848,0.641602,0.034566,0.539089,0.459468,0.644393,0.418283,0.389052,0.199656,0.066970,0.852485,0.664252,0.106182,0.480334,0.060425,0.323381,0.241763,0.055423,0.257250,0.509339,0.880836,0.549434,0.345642,0.556230,0.355548,0.347353,0.618824,0.461241,0.766036,0.257168,0.922169,0.583088,0.747982,0.648335,0.094173,0.614780,0.785852,0.836013,0.414184,0.687004,0.603579,0.010141,0.346035,0.992237,0.106471,0.445344,0.514950,0.858230,0.146917
2,15.153087,0.089596,0.554735,19.744133,0.391958,0.582859,14.797492,12.005984,0.844132,11.373406,0.387438,0.776010,0.859225,0.628731,0.276904,0.502553,0.049527,0.450738,0.594353,0.157340,0.614265,0.592124,0.746979,0.541626,0.109062,0.959085,0.257784,0.300088,0.263973,0.143455,0.055323,0.187114,0.941456,0.388257,0.053436,0.528809,0.149959,0.637740,0.928281,0.627039,0.676511,0.879817,0.599766,0.061586,0.146549,0.481386,0.667779,0.304917,0.283889,0.249350,0.077140,0.717994,0.896464,0.909179,0.488281,0.248302,0.915627,0.100823,0.223176,0.584573,0.792634,0.190552,0.491679,0.227348,0.250158,0.843399,0.361952,0.080449,0.844264,0.404067,0.847886,0.384176,0.843742,0.213414,0.948724,0.890322,0.065737,0.056208,0.437716,0.679330,0.351576,0.541742,0.439037,0.277671,0.208955,0.010470,0.849897,0.483785,0.324127,0.464827,0.046822,0.622610,0.150665,0.770831,0.849536,0.784921,0.709014,0.041728,0.369263,0.597260
3,0.600473,19.509281,13.859681,0.858047,0.777119,0.881830,13.939324,11.748678,19.539686,0.842596,0.427813,0.375910,0.110608,0.038714,0.698120,0.064280,0.159158,0.679753,0.539112,0.454951,0.079205,0.513353,0.023847,0.162087,0.344102,0.516063,0.420334,0.436556,0.262060,0.693138,0.613148,0.681009,0.497548,0.783387,0.304784,0.396340,0.637099,0.627702,0.403359,0.518502,0.463959,0.465108,0.519791,0.934315,0.190862,0.916563,0.379371,0.643077,0.661379,0.822156,0.266701,0.034581,0.664325,0.604826,0.101562,0.429877,0.518261,0.746427,0.153302,0.426923,0.554481,0.688454,0.286372,0.148239,0.903996,0.303633,0.289932,0.877091,0.051201,0.890515,0.091833,0.542808,0.167334,0.153723,0.126913,0.396497,0.419466,0.022689,0.546054,0.814845,0.226342,0.811278,0.371139,0.316921,0.286797,0.015314,0.345556,0.234659,0.592863,0.145969,0.831853,0.843999,0.650481,0.472765,0.526534,0.648366,0.631307,0.011993,0.100231,0.051195
4,0.150313,18.666409,12.991991,15.367539,0.094740,10.505554,0.117319,0.079906,18.299641,0.886195,0.144926,0.563068,0.949022,0.629145,0.894514,0.582871,0.563873,0.868832,0.359116,0.949424,0.496150,0.192819,0.409810,0.088280,0.376908,0.441783,0.205439,0.975173,0.931281,0.355402,0.414900,0.091509,0.617662,0.084635,0.342386,0.379587,0.711663,0.853101,0.592835,0.385147,0.045876,0.738318,0.544843,0.925154,0.948731,0.443655,0.372077,0.707819,0.074748,0.351425,0.160754,0.465837,0.825742,0.393477,0.838194,0.174698,0.988990,0.901230,0.804163,0.278917,0.217010,0.444157,0.732885,0.787606,0.248227,0.104175,0.554533,0.608046,0.824077,0.154408,0.174669,0.447064,0.056512,0.428607,0.170880,0.281277,0.877869,0.627144,0.350508,0.953478,0.815998,0.659881,0.027813,0.178899,0.318952,0.971702,0.250122,0.719382,0.497469,0.179960,0.487575,0.418230,0.435043,0.165050,0.900323,0.951044,0.484378,0.582044,0.266038,0.722364
5,12.456256,11.205217,0.556946,13.302455,14.754197,13.848495,10.488717,18.972858,0.542062,0.014717,0.176232,0.445367,0.651044,0.645711,0.043888,0.421239,0.307977,0.771588,0.190446,0.247237,0.356354,0.285711,0.073971,0.717182,0.143284,0.989558,0.125186,0.983128,0.498289,0.065132,0.008716,0.121178,0.354602,0.644108,0.305539,0.309812,0.357057,0.560050,0.568648,0.698837,0.591170,0.090073,0.275064,0.117867,0.004871,0.007018,0.003756,0.906542,0.688664,0.731778,0.047309,0.776584,0.953107,0.732722,0.004746,0.080657,0.696569,0.404481,0.990149,0.870930,0.962354,0.608510,0.155642,0.616694,0.081571,0.954973,0.508944,0.990546,0.171319,0.046262,0.218197,0.601474,0.664361,0.012932,0.797518,0.817386,0.924101,0.229793,0.710780,0.874934,0.998299,0.093104,0.839458,0.958324,0.145956,0.545580,0.635707,0.781125,0.967904,0.008715,0.550355,0.368735,0.507797,0.597574,0.883348,0.809825,0.970824,0.822542,0.064833,0.808097
6,15.617020,13.279669,0.335422,11.550950,15.364411,0.702958,19.249020,0.533186,0.486718,19.492804,0.469859,0.892126,0.240399,0.874226,0.805018,0.832956,0.871161,0.420042,0.858787,0.826561,0.035210,0.416795,0.936711,0.094444,0.894410,0.183229,0.914048,0.792119,0.006194,0.840687,0.381791,0.679892,0.796705,0.548014,0.999143,0.687037,0.120055,0.742443,0.892751,0.577464,0.888972,0.540622,0.272155,0.375311,0.808023,0.020606,0.880202,0.857673,0.367620,0.000994,0.638548,0.660185,0.407834,0.993945,0.126643,0.766829,0.809189,0.899679,0.637432,0.580973,0.995746,0.692313,0.912657,0.364870,0.710736,0.781059,0.794645,0.160001,0.959139,0.891170,0.752788,0.338911,0.961757,0.909536,0.643806,0.806696,0.793273,0.170919,0.302056,0.477441,0.054359,0.968056,0.368886,0.010096,0.320274,0.138315,0.242189,0.109571,0.814122,0.947603,0.029917,0.897657,0.475712,0.883917,0.443968,0.380696,0.856314,0.817141,0.085863,0.989796
7,0.519052,0.969207,15.439557,0.730668,19.158230,0.017087,13.150521,10.837275,13.204450,0.392694,0.308659,0.773950,0.333036,0.971207,0.075275,0.970798,0.787150,0.204535,0.696824,0.373825,0.209520,0.451317,0.474204,0.561775,0.300472,0.490914,0.421531,0.671338,0.430563,0.318582,0.221770,0.324295,0.081415,0.079519,0.924678,0.214537,0.512092,0.495883,0.027267,0.565736,0.911957,0.606134,0.176124,0.185009,0.539089,0.585459,0.731329,0.848907,0.375541,0.232008,0.529912,0.741358,0.966620,0.478655,0.611638,0.725685,0.944188,0.564183,0.470830,0.260641,0.347992,0.676898,0.723472,0.125212,0.809803,0.036895,0.242130,0.603142,0.825805,0.202763,0.580299,0.436211,0.665795,0.945824,0.506070,0.883262,0.440249,0.817162,0.499179,0.850881,0.033510,0.060647,0.691680,0.825545,0.763243,0.046936,0.962407,0.412348,0.483505,0.570358,0.887380,0.598136,0.440896,0.840030,0.988578,0.624266,0.660803,0.869345,0.399684,0.318977
8,17.409441,0.642496,0.228595,0.675812,19.965645,0.093982,0.613049,0.765794,0.830275,0.942603,0.503308,0.797519,0.639286,0.668990,0.620419,0.811180,0.322218,0.479093,0.625334,0.739249,0.004334,0.836485,0.401783,0.512654,0.436981,0.288532,0.642549,0.581663,0.066074,0.532776,0.857661,0.697594,0.313352,0.236928,0.998668,0.587485,0.048691,0.922106,0.757060,0.013874,0.334523,0.344685,0.055236,0.955259,0.764948,0.135020,0.538448,0.104367,0.723794,0.459408,0.520732,0.977943,0.718544,0.492460,0.917999,0.179286,0.605243,0.843447,0.452108,0.231846,0.440259,0.247582,0.642918,0.973806,0.806865,0.820538,0.692704,0.278802,0.613587,0.724746,0.349774,0.414801,0.264523,0.127715,0.707856,0.090837,0.791791,0.016293,0.086918,0.710233,0.359801,0.861407,0.803967,0.129179,0.248723,0.071383,0.646914,0.525601,0.038379,0.736312,0.681792,0.831388,0.324861,0.895161,0.260374,0.522188,0.183654,0.779153,0.471750,0.023919
9,0.608235,14.728703,19.793442,0.398447,19.548311,0.047175,14.352427,13.187350,14.659125,17.489372,0.903967,0.844677,0.567207,0.179463,0.071810,0.251611,0.114626,0.280141,0.361869,0.772354,0.296478,0.734919,0.062662,0.562128,0.490389,0.515746,0.003038,0.178967,0.888890,0.252740,0.712354,0.761230,0.091359,0.996878,0.661847,0.384813,0.023408,0.408628,0.220955,0.284070,0.654092,0.299000,0.599597,0.172239,0.481584,0.644330,0.043517,0.267675,0.160582,0.048936,0.241638,0.447949,0.728562,0.300447,0.943423,0.568177,0.731917,0.645539,0.022189,0.517458,0.037534,0.151098,0.674056,0.910679,0.345468,0.300659,0.768508,0.953404,0.739607,0.269778,0.728830,0.465370,0.543423,0.234355,0.147679,0.183622,0.631595,0.615479,0.130013,0.052482,0.480790,0.831886,0.871920,0.531172,0.614815,0.432434,0.682202,0.677372,0.611284,0.484624,0.331253,0.274525,0.772654,0.993972,0.007589,0.696402,0.453664,0.913189,0.686620,0.864640
10,14.473183,0.106272,12.311382,17.173420,0.405210,19.097723,17.276529,12.687546,13.350284,0.306626,0.022223,0.135965,0.961509,0.041305,0.637983,0.978042,0.478073,0.663877,0.811275,0.444175,0.301126,0.559747,0.431308,0.825663,0.405157,0.851632,0.535308,0.377975,0.207403,0.938959,0.085811,0.112654,0.948699,0.419083,0.505160,0.323253,0.658150,0.019873,0.013271,0.442018,0.819636,0.236679,0.928242,0.223330,0.516919,0.078946,0.398994,0.050360,0.353506,0.279708,0.880362,0.180535,0.402867,0.805612,0.792767,0.863146,0.741169,0.817216,0.747801,0.442949,0.265211,0.392111,0.538923,0.088786,0.584637,0.364074,0.364668,0.574283,0.902295,0.371364,0.980514,0.651818,0.992610,0.096051,0.153861,0.928035,0.556098,0.227107,0.781899,0.216473,0.433737,0.764226,0.464550,0.414582,0.672250,0.489703,0.842734,0.939653,0.461377,0.149143,0.924730,0.004525,0.497498,0.484663,0.831662,0.029247,0.015898,0.184685,0.995098,0.278101
