ID,LIG01,LIG02,LIG03,LIG04,LIG05,LIG06,LIG07,LIG08,LIG09,LIG10,S_GENE11,S_GENE12,S_GENE13,S_GENE14,S_GENE15,S_GENE16,S_GENE17,S_GENE18,S_GENE19,S_GENE20,S_GENE21,S_GENE22,S_GENE23,S_GENE24,S_GENE25,S_GENE26,S_GENE27,S_GENE28,S_GENE29,S_GENE30,S_GENE31,S_GENE32,S_GENE33,S_GENE34,S_GENE35,S_GENE36,S_GENE37,S_GENE38,S_GENE39,S_GENE40,S_GENE41,S_GENE42,S_GENE43,S_GENE44,S_GENE45,S_GENE46,S_GENE47,S_GENE48,S_GENE49,S_GENE50,REC01,REC02,REC03,REC04,REC05,REC06,REC07,REC08,REC09,REC10,R_GENE11,R_GENE12,R_GENE13,R_GENE14,R_GENE15,R_GENE16,R_GENE17,R_GENE18,R_GENE19,R_GENE20,R_GENE21,R_GENE22,R_GENE23,R_GENE24,R_GENE25,R_GENE26,R_GENE27,R_GENE28,R_GENE29,R_GENE30,R_GENE31,R_GENE32,R_GENE33,R_GENE34,R_GENE35,R_GENE36,R_GENE37,R_GENE38,R_GENE39,R_GENE40,R_GENE41,R_GENE42,R_GENE43,R_GENE44,R_GENE45,R_GENE46,R_GENE47,R_GENE48,R_GENE49,R_GENE50
1,8.771332,9.995663,9.753866,9.031453,7.850184,9.546856,8.367795,11.194478,9.167389,10.970637,0.007537,0.366263,0.054877,0.245721,0.332110,0.258827,0.807457,0.518072,0.603498,0.245377,0.663248,0.722204,0.922141,0.099936,0.335674,0.092013,0.441428,0.715360,0.074976,0.498051,0.542927,0.640327,0.725337,0.401306,0.765620,0.778966,0.414435,0.335600,0.409859,0.046689,0.230160,0.324971,0.798067,0.287347,0.106649,0.252822,0.416557,0.689614,0.242852,0.870047,0.865016,0.931048,0.438862,0.811082,0.303254,0.170598,0.799474,0.817621,0.600509,0.763563,0.344508,0.148568,0.789811,0.613813,0.888393,0.004679,0.443970,0.151028,0.743419,0.241941,0.809472,0.084391,0.435909,0.765032,0.549326,0.365530,0.983888,0.372823,0.471983,0.484194,0.134435,0.723104,0.383261,0.665783,0.956397,0.702150,0.512799,0.331820,0.134518,0.960828,0.038418,0.561549,0.210234,0.529452,0.277386,0.477727,0.787435,0.901343,0.772512,0.691840
2,9.955206,9.961308,9.413885,8.778167,6.690649,9.807566,10.264241,6.364909,9.201241,7.344261,0.648808,0.735419,0.362940,0.513263,0.005231,0.385062,0.410908,0.464744,0.180249,0.464283,0.860268,0.790461,0.792600,0.680187,0.128787,0.786434,0.983060,0.589913,0.169876,0.306414,0.833098,0.388611,0.938213,0.793313,0.909178,0.725756,0.000672,0.645215,0.612309,0.005132,0.897757,0.752027,0.065220,0.090017,0.895290,0.451667,0.312303,0.400028,0.909177,0.537816,0.723258,0.603892,0.421233,0.273354,0.852645,0.603119,0.513375,0.939504,0.981246,0.705538,0.842151,0.893993,0.719758,0.799270,0.931736,0.645222,0.473134,0.761601,0.803057,0.572274,0.825419,0.678534,0.740794,0.735752,0.773427,0.022122,0.086096,0.054348,0.164558,0.756705,0.056178,0.582303,0.005181,0.342283,0.374944,0.662586,0.380842,0.368877,0.698291,0.241789,0.058514,0.212297,0.953579,0.907894,0.453300,0.307548,0.377011,0.997728,0.221392,0.331145
3,8.282657,10.081296,8.836875,8.004589,8.605496,6.702744,10.360242,9.776254,10.650735,9.385015,0.615610,0.504933,0.924631,0.463993,0.512736,0.152047,0.293516,0.679536,0.067683,0.017978,0.441485,0.602497,0.751527,0.781827,0.346326,0.745493,0.748483,0.071513,0.866314,0.950556,0.778418,0.183031,0.922829,0.741733,0.055740,0.034801,0.094164,0.104401,0.467509,0.418969,0.928409,0.890837,0.835550,0.255963,0.201474,0.798980,0.726819,0.517762,0.005603,0.299842,0.848117,0.561467,0.440652,0.316820,0.417825,0.666665,0.918216,0.964344,0.599066,0.393457,0.010669,0.865665,0.135190,0.326537,0.982539,0.698025,0.282012,0.107670,0.401250,0.930367,0.753094,0.589179,0.961193,0.704894,0.174425,0.771618,0.616094,0.837625,0.841132,0.947727,0.637357,0.311414,0.172109,0.993468,0.786622,0.520703,0.503297,0.582327,0.452464,0.282109,0.538174,0.613623,0.683054,0.893489,0.574928,0.178789,0.416230,0.960239,0.697027,0.757815
4,10.881992,7.788742,10.726583,9.269638,8.518223,8.520764,7.630676,8.125799,6.139976,9.148582,0.335012,0.135686,0.837357,0.363863,0.752828,0.687848,0.986129,0.583463,0.550345,0.610413,0.618680,0.004259,0.212596,0.496461,0.263178,0.417127,0.661065,0.371441,0.116813,0.831632,0.075040,0.685768,0.490432,0.242230,0.860632,0.450120,0.931316,0.745947,0.638104,0.737050,0.848980,0.690224,0.188577,0.148023,0.079925,0.710972,0.440626,0.284250,0.270648,0.577323,0.720410,0.460865,0.152676,0.683667,0.340303,0.261826,0.838765,0.910435,0.133224,0.967857,0.474455,0.454244,0.595485,0.671125,0.812441,0.379216,0.734203,0.873058,0.346217,0.098618,0.091231,0.290774,0.855345,0.952559,0.360794,0.747534,0.660335,0.147555,0.354693,0.327879,0.889683,0.873880,0.579134,0.262467,0.611761,0.336958,0.223989,0.593810,0.586218,0.399584,0.523589,0.598086,0.444449,0.981895,0.018444,0.360693,0.019480,0.196768,0.031180,0.616165
5,3.432590,4.355729,6.385208,6.304146,6.896723,3.101781,3.665446,4.567555,3.520682,6.884233,0.182139,0.035323,0.029831,0.294369,0.148797,0.355595,0.840775,0.296939,0.487202,0.264730,0.988901,0.313522,0.689800,0.954287,0.818496,0.902253,0.179949,0.775402,0.846291,0.891258,0.598964,0.502583,0.075315,0.701142,0.692914,0.082338,0.256955,0.564253,0.853638,0.756540,0.631728,0.599085,0.085258,0.969744,0.767496,0.517657,0.685437,0.124746,0.250019,0.204367,0.484156,0.708817,0.490908,0.490435,0.878224,0.673471,0.627201,0.394870,0.573352,0.246503,0.894995,0.912401,0.145830,0.980607,0.698178,0.166880,0.461595,0.557033,0.880305,0.543892,0.185269,0.195115,0.431784,0.518701,0.178795,0.496622,0.993535,0.992847,0.260382,0.893874,0.802911,0.369005,0.128505,0.198518,0.463229,0.583630,0.417368,0.410477,0.910875,0.282275,0.370607,0.602481,0.994986,0.835918,0.727451,0.961931,0.488182,0.500242,0.209384,0.977508
6,5.843559,3.062861,4.700327,3.577191,5.595134,6.572169,4.080919,3.614795,6.234836,5.134119,0.577707,0.493967,0.836855,0.570813,0.002077,0.495511,0.680466,0.309335,0.681460,0.030222,0.843983,0.374840,0.499074,0.857494,0.854601,0.510932,0.588721,0.806638,0.415853,0.412462,0.253567,0.187287,0.420693,0.142893,0.135358,0.654830,0.599864,0.109959,0.348492,0.896004,0.745952,0.562028,0.631558,0.913578,0.062120,0.308759,0.285630,0.863516,0.183257,0.551582,0.496189,0.673335,0.305549,0.086499,0.048087,0.651493,0.489972,0.151183,0.864881,0.902401,0.396492,0.328993,0.252726,0.161546,0.998452,0.771027,0.874334,0.249619,0.405306,0.580748,0.629995,0.143854,0.002613,0.053404,0.539099,0.444252,0.403176,0.239738,0.190648,0.608862,0.673116,0.452270,0.319483,0.980845,0.963818,0.934768,0.890537,0.507563,0.911376,0.846088,0.400673,0.707583,0.877853,0.294227,0.046470,0.883398,0.423618,0.266357,0.183558,0.395881
7,8.319099,8.406799,6.965020,8.128423,9.651723,9.064838,9.033364,8.237013,8.737473,7.634809,0.216313,0.167503,0.572266,0.669321,0.398952,0.253488,0.693447,0.779331,0.081121,0.935826,0.660269,0.748010,0.635950,0.671021,0.452231,0.914936,0.239684,0.837064,0.249962,0.902470,0.714856,0.293443,0.729763,0.374513,0.270939,0.450518,0.345990,0.769203,0.021023,0.844031,0.281275,0.311385,0.744586,0.755351,0.060366,0.489983,0.692294,0.702281,0.974595,0.065576,0.236626,0.178372,0.357272,0.475761,0.737585,0.720957,0.198050,0.105067,0.212083,0.801061,0.221899,0.073487,0.046722,0.788405,0.472680,0.838946,0.357844,0.485405,0.339548,0.548524,0.169652,0.585577,0.125279,0.310841,0.512271,0.509112,0.642324,0.085771,0.675847,0.041787,0.468895,0.426086,0.166965,0.669040,0.064063,0.395261,0.221167,0.523528,0.933575,0.245297,0.855662,0.001982,0.278693,0.918840,0.716870,0.150333,0.440109,0.752380,0.118459,0.385859
8,5.849181,9.571593,10.778530,9.580307,9.602115,7.918468,10.794827,7.043130,10.597753,6.070636,0.062842,0.603074,0.411553,0.240438,0.451819,0.488095,0.187235,0.057965,0.535517,0.809286,0.209346,0.819090,0.774717,0.351430,0.578782,0.276266,0.426953,0.457241,0.086801,0.350431,0.834510,0.182025,0.206280,0.544762,0.093938,0.061553,0.034988,0.634760,0.166211,0.903661,0.650291,0.432948,0.976565,0.168231,0.543525,0.660211,0.216586,0.181997,0.711330,0.704837,0.668264,0.736154,0.345108,0.273698,0.670526,0.383009,0.125464,0.733396,0.442367,0.561107,0.926702,0.451632,0.422975,0.417182,0.587501,0.344536,0.900781,0.008313,0.559308,0.399873,0.839963,0.240302,0.645939,0.527692,0.769496,0.354036,0.634327,0.657265,0.357493,0.408173,0.962976,0.778559,0.762993,0.987543,0.638844,0.122217,0.462661,0.351414,0.309544,0.095088,0.088452,0.951657,0.591610,0.909535,0.517107,0.649229,0.797541,0.081090,0.876588,0.147119
9,8.454740,7.261578,6.238906,6.887016,6.706605,10.802329,10.058930,10.797740,6.523592,6.017501,0.986401,0.436858,0.281020,0.818683,0.236437,0.180886,0.744123,0.284435,0.967038,0.219581,0.888562,0.554630,0.757715,0.505746,0.571360,0.430284,0.240370,0.843314,0.135782,0.894558,0.478206,0.934971,0.119961,0.673544,0.311603,0.163415,0.347200,0.359449,0.223047,0.802954,0.749835,0.639787,0.415475,0.850486,0.444671,0.106665,0.289399,0.007923,0.346411,0.812826,0.765060,0.115057,0.964639,0.136681,0.106888,0.937220,0.728517,0.660301,0.886187,0.664401,0.075429,0.790533,0.294165,0.483935,0.716573,0.904571,0.611902,0.239742,0.803129,0.180491,0.368711,0.822057,0.886277,0.995641,0.782391,0.423554,0.881069,0.602934,0.951713,0.256496,0.658887,0.291224,0.513512,0.474476,0.673894,0.609348,0.682019,0.767798,0.774587,0.353240,0.529147,0.573074,0.426988,0.788279,0.809938,0.098002,0.588358,0.066695,0.267731,0.301196
10,8.593260,7.524676,9.346888,5.962196,8.342496,9.958397,8.230151,8.245268,9.195422,11.141281,0.619856,0.302313,0.629863,0.276926,0.126293,0.423456,0.226758,0.428685,0.741038,0.680644,0.155485,0.147981,0.896044,0.527465,0.916597,0.550572,0.988862,0.263844,0.145342,0.944523,0.445752,0.058036,0.989731,0.867787,0.908017,0.144278,0.703319,0.233713,0.382561,0.703416,0.642267,0.072046,0.206513,0.335412,0.841880,0.719189,0.194543,0.309935,0.573637,0.561277,0.633784,0.376475,0.831676,0.672115,0.151203,0.350214,0.803687,0.226814,0.805031,0.974546,0.168869,0.846501,0.127062,0.870221,0.298207,0.132352,0.249931,0.064147,0.841334,0.678966,0.525330,0.420435,0.207351,0.545351,0.888315,0.018724,0.390367,0.968628,0.852536,0.350011,0.544317,0.129564,0.540429,0.963669,0.611545,0.126939,0.149487,0.418422,0.650144,0.036088,0.281572,0.118577,0.333828,0.861682,0.268499,0.524220,0.281417,0.303876,0.081829,0.705738
